Date;Transmitter;Window;
;;Maximum [h];Effective [h]
2015-12-08;HWU 21.8;12;12
2015-12-08;ICV 20.3;12;12
2015-12-07;DHO 23.4;12;12
2015-12-07;GBZ 19.6;12;12
2015-12-07;GQD 22.1;12;12
2015-12-07;HWU 21.8;12;12
2015-12-07;ICV 20.3;12;12
2015-12-06;DHO 23.4;12;12
2015-12-06;GBZ 19.6;12;12
2015-12-06;GQD 22.1;12;12
2015-12-06;HWU 21.8;12;12
2015-12-06;ICV 20.3;12;12
2015-12-05;DHO 23.4;12;12
2015-12-05;GBZ 19.6;12;12
2015-12-05;GQD 22.1;12;12
2015-12-05;HWU 21.8;12;12
2015-12-05;ICV 20.3;12;12
2015-12-04;DHO 23.4;12;12
2015-12-04;GBZ 19.6;12;12
2015-12-04;GQD 22.1;12;12
2015-12-04;HWU 21.8;12;12
2015-12-04;ICV 20.3;12;12
2015-12-03;DHO 23.4;12;12
2015-12-03;GBZ 19.6;12;12
2015-12-03;GQD 22.1;12;12
2015-12-03;HWU 21.8;12;12
2015-12-03;ICV 20.3;12;12
2015-12-02;DHO 23.4;12;12
2015-12-02;GBZ 19.6;12;12
2015-12-02;GQD 22.1;12;12
2015-12-02;HWU 21.8;12;12
2015-12-02;ICV 20.3;12;12
2015-12-01;DHO 23.4;12;12
2015-12-01;GBZ 19.6;12;12
2015-12-01;GQD 22.1;12;12
2015-12-01;HWU 21.8;12;12
2015-12-01;ICV 20.3;12;12
2015-11-30;DHO 23.4;12;12
2015-11-30;GBZ 19.6;12;12
2015-11-30;GQD 22.1;12;12
2015-11-30;HWU 21.8;12;12
2015-11-30;ICV 20.3;12;12
2015-11-29;DHO 23.4;12;12
2015-11-29;GBZ 19.6;12;12
2015-11-29;GQD 22.1;12;12
2015-11-29;HWU 21.8;12;12
2015-11-29;ICV 20.3;12;12
2015-11-28;DHO 23.4;12;12
2015-11-28;GBZ 19.6;12;12
2015-11-28;GQD 22.1;12;12
2015-11-28;HWU 21.8;12;12
2015-11-28;ICV 20.3;12;12
2015-11-27;DHO 23.4;12;12
2015-11-27;GBZ 19.6;12;12
2015-11-27;GQD 22.1;12;12
2015-11-27;HWU 21.8;12;12
2015-11-27;ICV 20.3;12;12
2015-11-26;DHO 23.4;12;12
2015-11-26;GBZ 19.6;12;12
2015-11-26;GQD 22.1;12;12
2015-11-26;HWU 21.8;12;12
2015-11-26;ICV 20.3;12;12
2015-11-25;DHO 23.4;12;12
2015-11-25;GBZ 19.6;12;12
2015-11-25;GQD 22.1;12;12
2015-11-25;HWU 21.8;12;12
2015-11-25;ICV 20.3;12;12
2015-11-24;DHO 23.4;12;12
2015-11-24;GBZ 19.6;12;12
2015-11-24;GQD 22.1;12;12
2015-11-24;HWU 21.8;12;12
2015-11-24;ICV 20.3;12;12
2015-11-23;DHO 23.4;12;12
2015-11-23;GBZ 19.6;12;12
2015-11-23;GQD 22.1;12;12
2015-11-23;HWU 21.8;12;12
2015-11-23;ICV 20.3;12;12
2015-11-22;DHO 23.4;12;12
2015-11-22;GBZ 19.6;12;12
2015-11-22;GQD 22.1;12;12
2015-11-22;HWU 21.8;12;12
2015-11-22;ICV 20.3;12;12
2015-11-21;DHO 23.4;12;12
2015-11-21;GBZ 19.6;12;12
2015-11-21;GQD 22.1;12;12
2015-11-21;HWU 21.8;12;12
2015-11-21;ICV 20.3;12;12
2015-11-20;DHO 23.4;12;12
2015-11-20;GBZ 19.6;12;12
2015-11-20;GQD 22.1;12;12
2015-11-20;HWU 21.8;12;12
2015-11-20;ICV 20.3;12;12
2015-11-19;DHO 23.4;12;12
2015-11-19;GBZ 19.6;12;12
2015-11-19;GQD 22.1;12;12
2015-11-19;HWU 21.8;12;12
2015-11-19;ICV 20.3;12;12
2015-11-18;DHO 23.4;12;12
2015-11-18;GBZ 19.6;12;12
2015-11-18;GQD 22.1;12;12
2015-11-18;HWU 21.8;12;12
2015-11-18;ICV 20.3;12;12
2015-11-17;DHO 23.4;12;12
2015-11-17;GBZ 19.6;12;12
2015-11-17;GQD 22.1;12;12
2015-11-17;HWU 21.8;12;12
2015-11-17;ICV 20.3;12;12
2015-11-16;DHO 23.4;12;12
2015-11-16;GBZ 19.6;12;12
2015-11-16;GQD 22.1;12;12
2015-11-16;HWU 21.8;12;12
2015-11-16;ICV 20.3;12;12
2015-11-15;DHO 23.4;12;12
2015-11-15;GBZ 19.6;12;12
2015-11-15;GQD 22.1;12;12
2015-11-15;HWU 21.8;12;12
2015-11-15;ICV 20.3;12;12
2015-11-14;DHO 23.4;12;12
2015-11-14;GBZ 19.6;12;12
2015-11-14;GQD 22.1;12;12
2015-11-14;HWU 21.8;12;12
2015-11-14;ICV 20.3;12;12
2015-11-13;DHO 23.4;12;12
2015-11-13;GBZ 19.6;12;12
2015-11-13;GQD 22.1;12;12
2015-11-13;HWU 21.8;12;12
2015-11-13;ICV 20.3;12;12
2015-11-12;DHO 23.4;12;12
2015-11-12;GBZ 19.6;12;12
2015-11-12;GQD 22.1;12;12
2015-11-12;HWU 21.8;12;12
2015-11-12;ICV 20.3;12;12
2015-11-11;DHO 23.4;12;12
2015-11-11;GBZ 19.6;12;12
2015-11-11;GQD 22.1;12;12
2015-11-11;HWU 21.8;12;12
2015-11-11;ICV 20.3;12;12
2015-11-10;DHO 23.4;12;12
2015-11-10;GBZ 19.6;12;12
2015-11-10;GQD 22.1;12;12
2015-11-10;HWU 21.8;12;12
2015-11-10;ICV 20.3;12;12
2015-11-09;DHO 23.4;12;12
2015-11-09;GBZ 19.6;12;12
2015-11-09;GQD 22.1;12;12
2015-11-09;HWU 21.8;12;12
2015-11-09;ICV 20.3;12;12
2015-11-08;DHO 23.4;12;12
2015-11-08;GBZ 19.6;12;12
2015-11-08;GQD 22.1;12;12
2015-11-08;HWU 21.8;12;12
2015-11-08;ICV 20.3;12;12
2015-11-07;DHO 23.4;12;12
2015-11-07;GBZ 19.6;12;12
2015-11-07;GQD 22.1;12;12
2015-11-07;HWU 21.8;12;12
2015-11-07;ICV 20.3;12;12
2015-11-06;DHO 23.4;12;12
2015-11-06;GBZ 19.6;12;12
2015-11-06;GQD 22.1;12;12
2015-11-06;HWU 21.8;12;12
2015-11-06;ICV 20.3;12;12
2015-11-05;DHO 23.4;12;12
2015-11-05;GBZ 19.6;12;12
2015-11-05;GQD 22.1;12;12
2015-11-05;HWU 21.8;12;12
2015-11-05;ICV 20.3;12;12
2015-11-04;DHO 23.4;12;12
2015-11-04;GBZ 19.6;12;12
2015-11-04;GQD 22.1;12;12
2015-11-04;HWU 21.8;12;12
2015-11-04;ICV 20.3;12;12
2015-11-03;DHO 23.4;12;12
2015-11-03;GBZ 19.6;12;12
2015-11-03;GQD 22.1;12;12
2015-11-03;HWU 21.8;12;12
2015-11-03;ICV 20.3;12;12
2015-11-02;DHO 23.4;12;12
2015-11-02;GBZ 19.6;12;12
2015-11-02;GQD 22.1;12;12
2015-11-02;HWU 21.8;12;12
2015-11-02;ICV 20.3;12;12
2015-11-01;DHO 23.4;12;12
2015-11-01;GBZ 19.6;12;12
2015-11-01;GQD 22.1;12;12
2015-11-01;HWU 21.8;12;12
2015-11-01;ICV 20.3;12;12
2015-10-31;DHO 23.4;12;12
2015-10-31;GBZ 19.6;12;12
2015-10-31;GQD 22.1;12;12
2015-10-31;HWU 21.8;12;12
2015-10-31;ICV 20.3;12;12
2015-10-30;DHO 23.4;12;12
2015-10-30;GBZ 19.6;12;12
2015-10-30;GQD 22.1;12;12
2015-10-30;HWU 21.8;12;12
2015-10-30;ICV 20.3;12;12
2015-10-29;DHO 23.4;12;12
2015-10-29;GBZ 19.6;12;12
2015-10-29;GQD 22.1;12;12
2015-10-29;HWU 21.8;12;12
2015-10-29;ICV 20.3;12;12
2015-10-28;DHO 23.4;12;12
2015-10-28;GBZ 19.6;12;12
2015-10-28;GQD 22.1;12;12
2015-10-28;HWU 21.8;12;12
2015-10-28;ICV 20.3;12;12
2015-10-27;DHO 23.4;12;12
2015-10-27;GBZ 19.6;12;12
2015-10-27;GQD 22.1;12;12
2015-10-27;HWU 21.8;12;12
2015-10-27;ICV 20.3;12;12
2015-10-26;DHO 23.4;12;12
2015-10-26;GBZ 19.6;12;12
2015-10-26;GQD 22.1;12;12
2015-10-26;HWU 21.8;12;12
2015-10-26;ICV 20.3;12;12
2015-10-25;DHO 23.4;12;12
2015-10-25;GBZ 19.6;12;12
2015-10-25;GQD 22.1;12;12
2015-10-25;HWU 21.8;12;12
2015-10-25;ICV 20.3;12;12
2015-10-24;DHO 23.4;12;12
2015-10-24;GBZ 19.6;12;12
2015-10-24;GQD 22.1;12;12
2015-10-24;HWU 21.8;12;12
2015-10-24;ICV 20.3;12;12
2015-10-23;DHO 23.4;12;12
2015-10-23;GBZ 19.6;12;12
2015-10-23;GQD 22.1;12;12
2015-10-23;HWU 21.8;12;12
2015-10-23;ICV 20.3;12;12
2015-10-22;DHO 23.4;12;12
2015-10-22;GBZ 19.6;12;12
2015-10-22;GQD 22.1;12;12
2015-10-22;HWU 21.8;12;12
2015-10-22;ICV 20.3;12;12
2015-10-21;DHO 23.4;12;12
2015-10-21;GBZ 19.6;12;12
2015-10-21;GQD 22.1;12;12
2015-10-21;HWU 21.8;12;12
2015-10-21;ICV 20.3;12;12
2015-10-20;DHO 23.4;12;12
2015-10-20;GBZ 19.6;12;12
2015-10-20;GQD 22.1;12;12
2015-10-20;HWU 21.8;12;12
2015-10-20;ICV 20.3;12;12
2015-10-19;DHO 23.4;12;12
2015-10-19;GBZ 19.6;12;12
2015-10-19;GQD 22.1;12;12
2015-10-19;HWU 21.8;12;12
2015-10-19;ICV 20.3;12;12
2015-10-18;DHO 23.4;12;12
2015-10-18;GBZ 19.6;12;12
2015-10-18;GQD 22.1;12;12
2015-10-18;HWU 21.8;12;12
2015-10-18;ICV 20.3;12;12
2015-10-17;DHO 23.4;12;12
2015-10-17;GBZ 19.6;12;12
2015-10-17;GQD 22.1;12;12
2015-10-17;HWU 21.8;12;12
2015-10-17;ICV 20.3;12;12
2015-10-16;DHO 23.4;12;12
2015-10-16;GBZ 19.6;12;12
2015-10-16;GQD 22.1;12;12
2015-10-16;HWU 21.8;12;12
2015-10-16;ICV 20.3;12;12
2015-10-15;DHO 23.4;12;12
2015-10-15;GBZ 19.6;12;12
2015-10-15;GQD 22.1;12;12
2015-10-15;HWU 21.8;12;12
2015-10-15;ICV 20.3;12;12
2015-10-14;DHO 23.4;12;12
2015-10-14;GBZ 19.6;12;12
2015-10-14;GQD 22.1;12;12
2015-10-14;HWU 21.8;12;12
2015-10-14;ICV 20.3;12;12
2015-10-13;DHO 23.4;12;12
2015-10-13;GBZ 19.6;12;12
2015-10-13;GQD 22.1;12;12
2015-10-13;HWU 21.8;12;12
2015-10-13;ICV 20.3;12;12
2015-10-12;DHO 23.4;12;12
2015-10-12;GBZ 19.6;12;12
2015-10-12;GQD 22.1;12;12
2015-10-12;HWU 21.8;12;12
2015-10-12;ICV 20.3;12;12
2015-10-11;DHO 23.4;12;12
2015-10-11;GBZ 19.6;12;12
2015-10-11;GQD 22.1;12;12
2015-10-11;HWU 21.8;12;12
2015-10-11;ICV 20.3;12;12
2015-10-10;DHO 23.4;12;12
2015-10-10;GBZ 19.6;12;12
2015-10-10;GQD 22.1;12;12
2015-10-10;HWU 21.8;12;12
2015-10-10;ICV 20.3;12;12
2015-10-09;DHO 23.4;12;12
2015-10-09;GBZ 19.6;12;12
2015-10-09;GQD 22.1;12;12
2015-10-09;HWU 21.8;12;12
2015-10-09;ICV 20.3;12;12
2015-10-08;DHO 23.4;12;12
2015-10-08;GBZ 19.6;12;12
2015-10-08;GQD 22.1;12;12
2015-10-08;HWU 21.8;12;12
2015-10-08;ICV 20.3;12;12
2015-10-07;DHO 23.4;12;12
2015-10-07;GBZ 19.6;12;12
2015-10-07;GQD 22.1;12;12
2015-10-07;HWU 21.8;12;12
2015-10-07;ICV 20.3;12;12
2015-10-06;DHO 23.4;12;12
2015-10-06;GBZ 19.6;12;12
2015-10-06;GQD 22.1;12;12
2015-10-06;HWU 21.8;12;12
2015-10-06;ICV 20.3;12;12
2015-10-05;DHO 23.4;12;12
2015-10-05;GBZ 19.6;12;12
2015-10-05;GQD 22.1;12;12
2015-10-05;HWU 21.8;12;12
2015-10-05;ICV 20.3;12;12
2015-10-04;DHO 23.4;12;12
2015-10-04;GBZ 19.6;12;12
2015-10-04;GQD 22.1;12;12
2015-10-04;HWU 21.8;12;12
2015-10-04;ICV 20.3;12;12
2015-10-03;DHO 23.4;12;12
2015-10-03;GBZ 19.6;12;12
2015-10-03;GQD 22.1;12;12
2015-10-03;HWU 21.8;12;12
2015-10-03;ICV 20.3;12;12
2015-10-02;DHO 23.4;12;12
2015-10-02;GBZ 19.6;12;12
2015-10-02;GQD 22.1;12;12
2015-10-02;HWU 21.8;12;12
2015-10-02;ICV 20.3;12;12
2015-10-01;DHO 23.4;12;12
2015-10-01;GBZ 19.6;12;12
2015-10-01;GQD 22.1;12;12
2015-10-01;HWU 21.8;12;12
2015-10-01;ICV 20.3;12;12
2015-09-30;DHO 23.4;12;12
2015-09-30;GBZ 19.6;12;12
2015-09-30;GQD 22.1;12;12
2015-09-30;HWU 21.8;12;12
2015-09-30;ICV 20.3;12;12
2015-09-29;DHO 23.4;12;12
2015-09-29;GBZ 19.6;12;12
2015-09-29;GQD 22.1;12;12
2015-09-29;HWU 21.8;12;12
2015-09-29;ICV 20.3;12;12
2015-09-28;DHO 23.4;12;12
2015-09-28;GBZ 19.6;12;12
2015-09-28;GQD 22.1;12;12
2015-09-28;HWU 21.8;12;12
2015-09-28;ICV 20.3;12;12
2015-09-27;DHO 23.4;12;12
2015-09-27;GBZ 19.6;12;12
2015-09-27;GQD 22.1;12;12
2015-09-27;HWU 21.8;12;12
2015-09-27;ICV 20.3;12;12
2015-09-26;DHO 23.4;12;12
2015-09-26;GBZ 19.6;12;12
2015-09-26;GQD 22.1;12;12
2015-09-26;HWU 21.8;12;12
2015-09-26;ICV 20.3;12;12
2015-09-25;DHO 23.4;12;12
2015-09-25;GBZ 19.6;12;12
2015-09-25;GQD 22.1;12;12
2015-09-25;HWU 21.8;12;12
2015-09-25;ICV 20.3;12;12
2015-09-24;DHO 23.4;12;12
2015-09-24;GBZ 19.6;12;12
2015-09-24;GQD 22.1;12;12
2015-09-24;HWU 21.8;12;12
2015-09-24;ICV 20.3;12;12
2015-09-23;DHO 23.4;12;12
2015-09-23;GBZ 19.6;12;12
2015-09-23;GQD 22.1;12;12
2015-09-23;HWU 21.8;12;12
2015-09-23;ICV 20.3;12;12
2015-09-22;DHO 23.4;12;12
2015-09-22;GBZ 19.6;12;12
2015-09-22;GQD 22.1;12;12
2015-09-22;HWU 21.8;12;12
2015-09-22;ICV 20.3;12;12
2015-09-21;DHO 23.4;12;12
2015-09-21;GBZ 19.6;12;12
2015-09-21;GQD 22.1;12;12
2015-09-21;HWU 21.8;12;12
2015-09-21;ICV 20.3;12;12
2015-09-20;DHO 23.4;12;12
2015-09-20;GBZ 19.6;12;12
2015-09-20;GQD 22.1;12;12
2015-09-20;HWU 21.8;12;12
2015-09-20;ICV 20.3;12;12
2015-09-19;DHO 23.4;12;12
2015-09-19;GBZ 19.6;12;12
2015-09-19;GQD 22.1;12;12
2015-09-19;HWU 21.8;12;12
2015-09-19;ICV 20.3;12;12
2015-09-18;DHO 23.4;12;12
2015-09-18;GBZ 19.6;12;12
2015-09-18;GQD 22.1;12;12
2015-09-18;HWU 21.8;12;12
2015-09-18;ICV 20.3;12;12
2015-09-17;DHO 23.4;12;12
2015-09-17;GBZ 19.6;12;12
2015-09-17;GQD 22.1;12;12
2015-09-17;HWU 21.8;12;12
2015-09-17;ICV 20.3;12;12
2015-09-16;DHO 23.4;12;12
2015-09-16;GBZ 19.6;12;12
2015-09-16;GQD 22.1;12;12
2015-09-16;HWU 21.8;12;12
2015-09-16;ICV 20.3;12;12
2015-09-15;DHO 23.4;12;12
2015-09-15;GBZ 19.6;12;12
2015-09-15;GQD 22.1;12;12
2015-09-15;HWU 21.8;12;12
2015-09-15;ICV 20.3;12;12
2015-09-14;DHO 23.4;12;12
2015-09-14;GBZ 19.6;12;12
2015-09-14;GQD 22.1;12;12
2015-09-14;HWU 21.8;12;12
2015-09-14;ICV 20.3;12;12
2015-09-13;DHO 23.4;12;12
2015-09-13;GBZ 19.6;12;12
2015-09-13;GQD 22.1;12;12
2015-09-13;HWU 21.8;12;12
2015-09-13;ICV 20.3;12;12
2015-09-12;DHO 23.4;12;12
2015-09-12;GBZ 19.6;12;12
2015-09-12;GQD 22.1;12;12
2015-09-12;HWU 21.8;12;12
2015-09-12;ICV 20.3;12;12
2015-09-11;DHO 23.4;12;12
2015-09-11;GBZ 19.6;12;12
2015-09-11;GQD 22.1;12;12
2015-09-11;HWU 21.8;12;12
2015-09-11;ICV 20.3;12;12
2015-09-10;DHO 23.4;12;12
2015-09-10;GBZ 19.6;12;12
2015-09-10;GQD 22.1;12;12
2015-09-10;HWU 21.8;12;12
2015-09-10;ICV 20.3;12;12
2015-09-09;DHO 23.4;12;12
2015-09-09;GBZ 19.6;12;12
2015-09-09;GQD 22.1;12;12
2015-09-09;HWU 21.8;12;12
2015-09-09;ICV 20.3;12;12
2015-09-08;DHO 23.4;12;12
2015-09-08;GBZ 19.6;12;12
2015-09-08;GQD 22.1;12;12
2015-09-08;HWU 21.8;12;12
2015-09-08;ICV 20.3;12;12
2015-09-07;DHO 23.4;12;12
2015-09-07;GBZ 19.6;12;12
2015-09-07;GQD 22.1;12;12
2015-09-07;HWU 21.8;12;12
2015-09-07;ICV 20.3;12;12
2015-09-06;DHO 23.4;12;12
2015-09-06;GBZ 19.6;12;12
2015-09-06;GQD 22.1;12;12
2015-09-06;HWU 21.8;12;12
2015-09-06;ICV 20.3;12;12
2015-09-05;DHO 23.4;12;12
2015-09-05;GBZ 19.6;12;12
2015-09-05;GQD 22.1;12;12
2015-09-05;HWU 21.8;12;12
2015-09-05;ICV 20.3;12;12
2015-09-04;DHO 23.4;12;12
2015-09-04;GBZ 19.6;12;12
2015-09-04;GQD 22.1;12;12
2015-09-04;HWU 21.8;12;12
2015-09-04;ICV 20.3;12;12
2015-09-03;DHO 23.4;12;12
2015-09-03;GBZ 19.6;12;12
2015-09-03;GQD 22.1;12;12
2015-09-03;HWU 21.8;12;12
2015-09-03;ICV 20.3;12;12
2015-09-02;DHO 23.4;12;12
2015-09-02;GBZ 19.6;12;12
2015-09-02;GQD 22.1;12;12
2015-09-02;HWU 21.8;12;12
2015-09-02;ICV 20.3;12;12
2015-09-01;DHO 23.4;12;12
2015-09-01;GBZ 19.6;12;12
2015-09-01;GQD 22.1;12;12
2015-09-01;HWU 21.8;12;12
2015-09-01;ICV 20.3;12;12
2015-08-31;DHO 23.4;12;12
2015-08-31;GBZ 19.6;12;12
2015-08-31;GQD 22.1;12;12
2015-08-31;HWU 21.8;12;12
2015-08-31;ICV 20.3;12;12
2015-08-30;DHO 23.4;12;12
2015-08-30;GBZ 19.6;12;12
2015-08-30;GQD 22.1;12;12
2015-08-30;HWU 21.8;12;12
2015-08-30;ICV 20.3;12;12
2015-08-29;DHO 23.4;12;12
2015-08-29;GBZ 19.6;12;12
2015-08-29;GQD 22.1;12;12
2015-08-29;HWU 21.8;12;12
2015-08-29;ICV 20.3;12;12
2015-08-28;DHO 23.4;12;12
2015-08-28;GBZ 19.6;12;12
2015-08-28;GQD 22.1;12;12
2015-08-28;HWU 21.8;12;12
2015-08-28;ICV 20.3;12;12
2015-08-27;DHO 23.4;12;12
2015-08-27;GBZ 19.6;12;12
2015-08-27;GQD 22.1;12;12
2015-08-27;HWU 21.8;12;12
2015-08-27;ICV 20.3;12;12
2015-08-26;DHO 23.4;12;12
2015-08-26;GBZ 19.6;12;12
2015-08-26;GQD 22.1;12;12
2015-08-26;HWU 21.8;12;12
2015-08-26;ICV 20.3;12;12
2015-08-25;DHO 23.4;12;12
2015-08-25;GBZ 19.6;12;12
2015-08-25;GQD 22.1;12;12
2015-08-25;HWU 21.8;12;12
2015-08-25;ICV 20.3;12;12
2015-08-24;DHO 23.4;12;12
2015-08-24;GBZ 19.6;12;12
2015-08-24;GQD 22.1;12;12
2015-08-24;HWU 21.8;12;12
2015-08-24;ICV 20.3;12;12
2015-08-23;DHO 23.4;12;12
2015-08-23;GBZ 19.6;12;12
2015-08-23;GQD 22.1;12;12
2015-08-23;HWU 21.8;12;12
2015-08-23;ICV 20.3;12;12
2015-08-22;DHO 23.4;12;12
2015-08-22;GBZ 19.6;12;12
2015-08-22;GQD 22.1;12;12
2015-08-22;HWU 21.8;12;12
2015-08-22;ICV 20.3;12;12
2015-08-21;DHO 23.4;12;12
2015-08-21;GBZ 19.6;12;12
2015-08-21;GQD 22.1;12;12
2015-08-21;HWU 21.8;12;12
2015-08-21;ICV 20.3;12;12
2015-08-20;DHO 23.4;12;12
2015-08-20;GBZ 19.6;12;12
2015-08-20;GQD 22.1;12;12
2015-08-20;HWU 21.8;12;12
2015-08-20;ICV 20.3;12;12
2015-08-19;DHO 23.4;12;12
2015-08-19;GBZ 19.6;12;12
2015-08-19;GQD 22.1;12;12
2015-08-19;HWU 21.8;12;12
2015-08-19;ICV 20.3;12;12
2015-08-18;DHO 23.4;12;12
2015-08-18;GBZ 19.6;12;12
2015-08-18;GQD 22.1;12;12
2015-08-18;HWU 21.8;12;12
2015-08-18;ICV 20.3;12;12
2015-08-17;DHO 23.4;12;12
2015-08-17;GBZ 19.6;12;12
2015-08-17;GQD 22.1;12;12
2015-08-17;HWU 21.8;12;12
2015-08-17;ICV 20.3;12;12
2015-08-16;DHO 23.4;12;12
2015-08-16;GBZ 19.6;12;12
2015-08-16;GQD 22.1;12;12
2015-08-16;HWU 21.8;12;12
2015-08-16;ICV 20.3;12;12
2015-08-15;DHO 23.4;12;12
2015-08-15;GBZ 19.6;12;12
2015-08-15;GQD 22.1;12;12
2015-08-15;HWU 21.8;12;12
2015-08-15;ICV 20.3;12;12
2015-08-14;DHO 23.4;12;12
2015-08-14;GBZ 19.6;12;12
2015-08-14;GQD 22.1;12;12
2015-08-14;HWU 21.8;12;12
2015-08-14;ICV 20.3;12;12
2015-08-13;DHO 23.4;12;12
2015-08-13;GBZ 19.6;12;12
2015-08-13;GQD 22.1;12;12
2015-08-13;HWU 21.8;12;12
2015-08-13;ICV 20.3;12;12
2015-08-12;DHO 23.4;12;12
2015-08-12;GBZ 19.6;12;12
2015-08-12;GQD 22.1;12;12
2015-08-12;HWU 21.8;12;12
2015-08-12;ICV 20.3;12;12
2015-08-11;DHO 23.4;12;12
2015-08-11;GBZ 19.6;12;12
2015-08-11;GQD 22.1;12;12
2015-08-11;HWU 21.8;12;12
2015-08-11;ICV 20.3;12;12
2015-08-10;DHO 23.4;12;12
2015-08-10;GBZ 19.6;12;12
2015-08-10;GQD 22.1;12;12
2015-08-10;HWU 21.8;12;12
2015-08-10;ICV 20.3;12;12
2015-08-09;DHO 23.4;12;12
2015-08-09;GBZ 19.6;12;12
2015-08-09;GQD 22.1;12;12
2015-08-09;HWU 21.8;12;12
2015-08-09;ICV 20.3;12;12
2015-08-08;DHO 23.4;12;12
2015-08-08;GBZ 19.6;12;12
2015-08-08;GQD 22.1;12;12
2015-08-08;HWU 21.8;12;12
2015-08-08;ICV 20.3;12;12
2015-08-07;DHO 23.4;12;12
2015-08-07;GBZ 19.6;12;12
2015-08-07;GQD 22.1;12;12
2015-08-07;HWU 21.8;12;12
2015-08-07;ICV 20.3;12;12
2015-08-06;DHO 23.4;12;12
2015-08-06;GBZ 19.6;12;12
2015-08-06;GQD 22.1;12;12
2015-08-06;HWU 21.8;12;12
2015-08-06;ICV 20.3;12;12
2015-08-05;DHO 23.4;12;12
2015-08-05;GBZ 19.6;12;12
2015-08-05;GQD 22.1;12;12
2015-08-05;HWU 21.8;12;12
2015-08-05;ICV 20.3;12;12
2015-08-04;DHO 23.4;12;12
2015-08-04;GBZ 19.6;12;12
2015-08-04;GQD 22.1;12;12
2015-08-04;HWU 21.8;12;12
2015-08-04;ICV 20.3;12;12
2015-08-03;DHO 23.4;12;12
2015-08-03;GBZ 19.6;12;12
2015-08-03;GQD 22.1;12;12
2015-08-03;HWU 21.8;12;12
2015-08-03;ICV 20.3;12;12
2015-08-02;DHO 23.4;12;12
2015-08-02;GBZ 19.6;12;12
2015-08-02;GQD 22.1;12;12
2015-08-02;HWU 21.8;12;12
2015-08-02;ICV 20.3;12;12
2015-08-01;DHO 23.4;12;12
2015-08-01;GBZ 19.6;12;12
2015-08-01;GQD 22.1;12;12
2015-08-01;HWU 21.8;12;12
2015-08-01;ICV 20.3;12;12
2015-07-31;DHO 23.4;12;12
2015-07-31;GBZ 19.6;12;12
2015-07-31;GQD 22.1;12;12
2015-07-31;HWU 21.8;12;12
2015-07-31;ICV 20.3;12;12
2015-07-30;DHO 23.4;12;12
2015-07-30;GBZ 19.6;12;12
2015-07-30;GQD 22.1;12;12
2015-07-30;HWU 21.8;12;12
2015-07-30;ICV 20.3;12;12
2015-07-29;DHO 23.4;12;12
2015-07-29;GBZ 19.6;12;12
2015-07-29;GQD 22.1;12;12
2015-07-29;HWU 21.8;12;12
2015-07-29;ICV 20.3;12;12
2015-07-28;DHO 23.4;12;12
2015-07-28;GBZ 19.6;12;12
2015-07-28;GQD 22.1;12;12
2015-07-28;HWU 21.8;12;12
2015-07-28;ICV 20.3;12;12
2015-07-27;DHO 23.4;12;12
2015-07-27;GBZ 19.6;12;12
2015-07-27;GQD 22.1;12;12
2015-07-27;HWU 21.8;12;12
2015-07-27;ICV 20.3;12;12
2015-07-26;DHO 23.4;12;12
2015-07-26;GBZ 19.6;12;12
2015-07-26;GQD 22.1;12;12
2015-07-26;HWU 21.8;12;12
2015-07-26;ICV 20.3;12;12
2015-07-25;DHO 23.4;12;12
2015-07-25;GBZ 19.6;12;12
2015-07-25;GQD 22.1;12;12
2015-07-25;HWU 21.8;12;12
2015-07-25;ICV 20.3;12;12
2015-07-24;DHO 23.4;12;12
2015-07-24;GBZ 19.6;12;12
2015-07-24;GQD 22.1;12;12
2015-07-24;HWU 21.8;12;12
2015-07-24;ICV 20.3;12;12
2015-07-23;DHO 23.4;12;12
2015-07-23;GBZ 19.6;12;12
2015-07-23;GQD 22.1;12;12
2015-07-23;HWU 21.8;12;12
2015-07-23;ICV 20.3;12;12
2015-07-22;DHO 23.4;12;12
2015-07-22;GBZ 19.6;12;12
2015-07-22;GQD 22.1;12;12
2015-07-22;HWU 21.8;12;12
2015-07-22;ICV 20.3;12;12
2015-07-21;DHO 23.4;12;12
2015-07-21;GBZ 19.6;12;12
2015-07-21;GQD 22.1;12;12
2015-07-21;HWU 21.8;12;12
2015-07-21;ICV 20.3;12;12
2015-07-20;DHO 23.4;12;12
2015-07-20;GBZ 19.6;12;12
2015-07-20;GQD 22.1;12;12
2015-07-20;HWU 21.8;12;12
2015-07-20;ICV 20.3;12;12
2015-07-19;DHO 23.4;12;12
2015-07-19;GBZ 19.6;12;12
2015-07-19;GQD 22.1;12;12
2015-07-19;HWU 21.8;12;12
2015-07-19;ICV 20.3;12;12
2015-07-18;DHO 23.4;12;12
2015-07-18;GBZ 19.6;12;12
2015-07-18;GQD 22.1;12;12
2015-07-18;HWU 21.8;12;12
2015-07-18;ICV 20.3;12;12
2015-07-17;DHO 23.4;12;12
2015-07-17;GBZ 19.6;12;12
2015-07-17;GQD 22.1;12;12
2015-07-17;HWU 21.8;12;12
2015-07-17;ICV 20.3;12;12
2015-07-16;DHO 23.4;12;12
2015-07-16;GBZ 19.6;12;12
2015-07-16;GQD 22.1;12;12
2015-07-16;HWU 21.8;12;12
2015-07-16;ICV 20.3;12;12
