Date;Transmitter;Window;
;;Maximum [h];Effective [h]
2016-05-01;GBZ 19.6;12;12
2016-05-01;GQD 22.1;12;12
2016-05-01;HWU 21.8;12;12
2016-05-01;ICV 20.3;12;12
2016-04-30;DHO 23.4;12;12
2016-04-30;GBZ 19.6;12;12
2016-04-30;GQD 22.1;12;12
2016-04-30;HWU 21.8;12;12
2016-04-30;ICV 20.3;12;12
2016-04-29;DHO 23.4;12;12
2016-04-29;GBZ 19.6;12;12
2016-04-29;GQD 22.1;12;12
2016-04-29;HWU 21.8;12;12
2016-04-29;ICV 20.3;12;12
2016-04-28;DHO 23.4;12;12
2016-04-28;GBZ 19.6;12;12
2016-04-28;GQD 22.1;12;12
2016-04-28;HWU 21.8;12;12
2016-04-28;ICV 20.3;12;12
2016-04-27;DHO 23.4;12;12
2016-04-27;GBZ 19.6;12;12
2016-04-27;GQD 22.1;12;12
2016-04-27;HWU 21.8;12;12
2016-04-27;ICV 20.3;12;12
2016-04-26;DHO 23.4;12;12
2016-04-26;GBZ 19.6;12;12
2016-04-26;GQD 22.1;12;12
2016-04-26;HWU 21.8;12;12
2016-04-26;ICV 20.3;12;12
2016-04-25;DHO 23.4;12;12
2016-04-25;GBZ 19.6;12;12
2016-04-25;GQD 22.1;12;12
2016-04-25;HWU 21.8;12;12
2016-04-25;ICV 20.3;12;12
2016-04-24;DHO 23.4;12;12
2016-04-24;GBZ 19.6;12;12
2016-04-24;GQD 22.1;12;12
2016-04-24;HWU 21.8;12;12
2016-04-24;ICV 20.3;12;12
2016-04-23;DHO 23.4;12;12
2016-04-23;GBZ 19.6;12;12
2016-04-23;GQD 22.1;12;12
2016-04-23;HWU 21.8;12;12
2016-04-23;ICV 20.3;12;12
2016-04-22;DHO 23.4;12;12
2016-04-22;GBZ 19.6;12;12
2016-04-22;GQD 22.1;12;12
2016-04-22;HWU 21.8;12;12
2016-04-22;ICV 20.3;12;12
2016-04-21;DHO 23.4;12;12
2016-04-21;GBZ 19.6;12;12
2016-04-21;GQD 22.1;12;12
2016-04-21;HWU 21.8;12;12
2016-04-21;ICV 20.3;12;12
2016-04-20;DHO 23.4;12;12
2016-04-20;GBZ 19.6;12;12
2016-04-20;GQD 22.1;12;12
2016-04-20;HWU 21.8;12;12
2016-04-20;ICV 20.3;12;12
2016-04-19;DHO 23.4;12;12
2016-04-19;GBZ 19.6;12;12
2016-04-19;GQD 22.1;12;12
2016-04-19;HWU 21.8;12;12
2016-04-19;ICV 20.3;12;12
2016-04-18;DHO 23.4;12;12
2016-04-18;GBZ 19.6;12;12
2016-04-18;GQD 22.1;12;12
2016-04-18;HWU 21.8;12;12
2016-04-18;ICV 20.3;12;12
2016-04-17;DHO 23.4;12;12
2016-04-17;GBZ 19.6;12;12
2016-04-17;GQD 22.1;12;12
2016-04-17;HWU 21.8;12;12
2016-04-17;ICV 20.3;12;12
2016-04-16;DHO 23.4;12;12
2016-04-16;GBZ 19.6;12;12
2016-04-16;GQD 22.1;12;12
2016-04-16;HWU 21.8;12;12
2016-04-16;ICV 20.3;12;12
2016-04-15;DHO 23.4;12;12
2016-04-15;GBZ 19.6;12;12
2016-04-15;GQD 22.1;12;12
2016-04-15;HWU 21.8;12;12
2016-04-15;ICV 20.3;12;12
2016-04-14;DHO 23.4;12;12
2016-04-14;GBZ 19.6;12;12
2016-04-14;GQD 22.1;12;12
2016-04-14;HWU 21.8;12;12
2016-04-14;ICV 20.3;12;12
2016-04-13;DHO 23.4;12;12
2016-04-13;GBZ 19.6;12;12
2016-04-13;GQD 22.1;12;12
2016-04-13;HWU 21.8;12;12
2016-04-13;ICV 20.3;12;12
2016-04-12;DHO 23.4;12;12
2016-04-12;GBZ 19.6;12;12
2016-04-12;GQD 22.1;12;12
2016-04-12;HWU 21.8;12;12
2016-04-12;ICV 20.3;12;12
2016-04-11;DHO 23.4;12;12
2016-04-11;GBZ 19.6;12;12
2016-04-11;GQD 22.1;12;12
2016-04-11;HWU 21.8;12;12
2016-04-11;ICV 20.3;12;12
2016-04-10;DHO 23.4;12;12
2016-04-10;GBZ 19.6;12;12
2016-04-10;GQD 22.1;12;12
2016-04-10;HWU 21.8;12;12
2016-04-10;ICV 20.3;12;12
2016-04-09;DHO 23.4;12;12
2016-04-09;GBZ 19.6;12;12
2016-04-09;GQD 22.1;12;12
2016-04-09;HWU 21.8;12;12
2016-04-09;ICV 20.3;12;12
2016-04-08;DHO 23.4;12;12
2016-04-08;GBZ 19.6;12;12
2016-04-08;GQD 22.1;12;12
2016-04-08;HWU 21.8;12;12
2016-04-08;ICV 20.3;12;12
2016-04-07;DHO 23.4;12;12
2016-04-07;GBZ 19.6;12;12
2016-04-07;GQD 22.1;12;12
2016-04-07;HWU 21.8;12;12
2016-04-07;ICV 20.3;12;12
2016-04-06;DHO 23.4;12;12
2016-04-06;GBZ 19.6;12;12
2016-04-06;GQD 22.1;12;12
2016-04-06;HWU 21.8;12;12
2016-04-06;ICV 20.3;12;12
2016-04-05;DHO 23.4;12;12
2016-04-05;GBZ 19.6;12;12
2016-04-05;GQD 22.1;12;12
2016-04-05;HWU 21.8;12;12
2016-04-05;ICV 20.3;12;12
2016-04-04;DHO 23.4;12;12
2016-04-04;GBZ 19.6;12;12
2016-04-04;GQD 22.1;12;12
2016-04-04;HWU 21.8;12;12
2016-04-04;ICV 20.3;12;12
2016-04-03;DHO 23.4;12;12
2016-04-03;GBZ 19.6;12;12
2016-04-03;GQD 22.1;12;12
2016-04-03;HWU 21.8;12;12
2016-04-03;ICV 20.3;12;12
2016-04-02;DHO 23.4;12;12
2016-04-02;GBZ 19.6;12;12
2016-04-02;GQD 22.1;12;12
2016-04-02;HWU 21.8;12;12
2016-04-02;ICV 20.3;12;12
2016-04-01;DHO 23.4;12;12
2016-04-01;GBZ 19.6;12;12
2016-04-01;GQD 22.1;12;12
2016-04-01;HWU 21.8;12;12
2016-04-01;ICV 20.3;12;12
2016-03-31;DHO 23.4;12;12
2016-03-31;GBZ 19.6;12;12
2016-03-31;GQD 22.1;12;12
2016-03-31;HWU 21.8;12;12
2016-03-31;ICV 20.3;12;12
2016-03-30;DHO 23.4;12;12
2016-03-30;GBZ 19.6;12;12
2016-03-30;GQD 22.1;12;12
2016-03-30;HWU 21.8;12;12
2016-03-30;ICV 20.3;12;12
2016-03-29;DHO 23.4;12;12
2016-03-29;GBZ 19.6;12;12
2016-03-29;GQD 22.1;12;12
2016-03-29;HWU 21.8;12;12
2016-03-29;ICV 20.3;12;12
2016-03-28;DHO 23.4;12;12
2016-03-28;GBZ 19.6;12;12
2016-03-28;GQD 22.1;12;12
2016-03-28;HWU 21.8;12;12
2016-03-28;ICV 20.3;12;12
2016-03-27;DHO 23.4;12;12
2016-03-27;GBZ 19.6;12;12
2016-03-27;GQD 22.1;12;12
2016-03-27;HWU 21.8;12;12
2016-03-27;ICV 20.3;12;12
2016-03-26;DHO 23.4;12;12
2016-03-26;GBZ 19.6;12;12
2016-03-26;GQD 22.1;12;12
2016-03-26;HWU 21.8;12;12
2016-03-26;ICV 20.3;12;12
2016-03-25;DHO 23.4;12;12
2016-03-25;GBZ 19.6;12;12
2016-03-25;GQD 22.1;12;12
2016-03-25;HWU 21.8;12;12
2016-03-25;ICV 20.3;12;12
2016-03-24;DHO 23.4;12;12
2016-03-24;GBZ 19.6;12;12
2016-03-24;GQD 22.1;12;12
2016-03-24;HWU 21.8;12;12
2016-03-24;ICV 20.3;12;12
2016-03-23;DHO 23.4;12;12
2016-03-23;GBZ 19.6;12;12
2016-03-23;GQD 22.1;12;12
2016-03-23;HWU 21.8;12;12
2016-03-23;ICV 20.3;12;12
2016-03-22;DHO 23.4;12;12
2016-03-22;GBZ 19.6;12;12
2016-03-22;GQD 22.1;12;12
2016-03-22;HWU 21.8;12;12
2016-03-22;ICV 20.3;12;12
2016-03-21;DHO 23.4;12;12
2016-03-21;GBZ 19.6;12;12
2016-03-21;GQD 22.1;12;12
2016-03-21;HWU 21.8;12;12
2016-03-21;ICV 20.3;12;12
2016-03-20;DHO 23.4;12;12
2016-03-20;GBZ 19.6;12;12
2016-03-20;GQD 22.1;12;12
2016-03-20;HWU 21.8;12;12
2016-03-20;ICV 20.3;12;12
2016-03-19;DHO 23.4;12;12
2016-03-19;GBZ 19.6;12;12
2016-03-19;GQD 22.1;12;12
2016-03-19;HWU 21.8;12;12
2016-03-19;ICV 20.3;12;12
2016-03-18;DHO 23.4;12;12
2016-03-18;GBZ 19.6;12;12
2016-03-18;GQD 22.1;12;12
2016-03-18;HWU 21.8;12;12
2016-03-18;ICV 20.3;12;12
2016-03-17;DHO 23.4;12;12
2016-03-17;GBZ 19.6;12;12
2016-03-17;GQD 22.1;12;12
2016-03-17;HWU 21.8;12;12
2016-03-17;ICV 20.3;12;12
2016-03-16;DHO 23.4;12;12
2016-03-16;GBZ 19.6;12;12
2016-03-16;GQD 22.1;12;12
2016-03-16;HWU 21.8;12;12
2016-03-16;ICV 20.3;12;12
2016-03-15;DHO 23.4;12;12
2016-03-15;GBZ 19.6;12;12
2016-03-15;GQD 22.1;12;12
2016-03-15;HWU 21.8;12;12
2016-03-15;ICV 20.3;12;12
2016-03-14;DHO 23.4;12;12
2016-03-14;GBZ 19.6;12;12
2016-03-14;GQD 22.1;12;12
2016-03-14;HWU 21.8;12;12
2016-03-14;ICV 20.3;12;12
2016-03-13;DHO 23.4;12;12
2016-03-13;GBZ 19.6;12;12
2016-03-13;GQD 22.1;12;12
2016-03-13;HWU 21.8;12;12
2016-03-13;ICV 20.3;12;12
2016-03-12;DHO 23.4;12;12
2016-03-12;GBZ 19.6;12;12
2016-03-12;GQD 22.1;12;12
2016-03-12;HWU 21.8;12;12
2016-03-12;ICV 20.3;12;12
2016-03-11;DHO 23.4;12;12
2016-03-11;GBZ 19.6;12;12
2016-03-11;GQD 22.1;12;12
2016-03-11;HWU 21.8;12;12
2016-03-11;ICV 20.3;12;12
2016-03-10;DHO 23.4;12;12
2016-03-10;GBZ 19.6;12;12
2016-03-10;GQD 22.1;12;12
2016-03-10;HWU 21.8;12;12
2016-03-10;ICV 20.3;12;12
2016-03-09;DHO 23.4;12;12
2016-03-09;GBZ 19.6;12;12
2016-03-09;GQD 22.1;12;12
2016-03-09;HWU 21.8;12;12
2016-03-09;ICV 20.3;12;12
2016-03-08;DHO 23.4;12;12
2016-03-08;GBZ 19.6;12;12
2016-03-08;GQD 22.1;12;12
2016-03-08;HWU 21.8;12;12
2016-03-08;ICV 20.3;12;12
2016-03-07;DHO 23.4;12;12
2016-03-07;GBZ 19.6;12;12
2016-03-07;GQD 22.1;12;12
2016-03-07;HWU 21.8;12;12
2016-03-07;ICV 20.3;12;12
2016-03-06;DHO 23.4;12;12
2016-03-06;GBZ 19.6;12;12
2016-03-06;GQD 22.1;12;12
2016-03-06;HWU 21.8;12;12
2016-03-06;ICV 20.3;12;12
2016-03-05;DHO 23.4;12;12
2016-03-05;GBZ 19.6;12;12
2016-03-05;GQD 22.1;12;12
2016-03-05;HWU 21.8;12;12
2016-03-05;ICV 20.3;12;12
2016-03-04;DHO 23.4;12;12
2016-03-04;GBZ 19.6;12;12
2016-03-04;GQD 22.1;12;12
2016-03-04;HWU 21.8;12;12
2016-03-04;ICV 20.3;12;12
2016-03-03;DHO 23.4;12;12
2016-03-03;GBZ 19.6;12;12
2016-03-03;GQD 22.1;12;12
2016-03-03;HWU 21.8;12;12
2016-03-03;ICV 20.3;12;12
2016-03-02;DHO 23.4;12;12
2016-03-02;GBZ 19.6;12;12
2016-03-02;GQD 22.1;12;12
2016-03-02;HWU 21.8;12;12
2016-03-02;ICV 20.3;12;12
2016-03-01;DHO 23.4;12;12
2016-03-01;GBZ 19.6;12;12
2016-03-01;GQD 22.1;12;12
2016-03-01;HWU 21.8;12;12
2016-03-01;ICV 20.3;12;12
2016-02-29;DHO 23.4;12;12
2016-02-29;GBZ 19.6;12;12
2016-02-29;GQD 22.1;12;12
2016-02-29;HWU 21.8;12;12
2016-02-29;ICV 20.3;12;12
2016-02-28;DHO 23.4;12;12
2016-02-28;GBZ 19.6;12;12
2016-02-28;GQD 22.1;12;12
2016-02-28;HWU 21.8;12;12
2016-02-28;ICV 20.3;12;12
2016-02-27;DHO 23.4;12;12
2016-02-27;GBZ 19.6;12;12
2016-02-27;GQD 22.1;12;12
2016-02-27;HWU 21.8;12;12
2016-02-27;ICV 20.3;12;12
2016-02-26;DHO 23.4;12;12
2016-02-26;GBZ 19.6;12;12
2016-02-26;GQD 22.1;12;12
2016-02-26;HWU 21.8;12;12
2016-02-26;ICV 20.3;12;12
2016-02-25;DHO 23.4;12;12
2016-02-25;GBZ 19.6;12;12
2016-02-25;GQD 22.1;12;12
2016-02-25;HWU 21.8;12;12
2016-02-25;ICV 20.3;12;12
2016-02-24;DHO 23.4;12;12
2016-02-24;GBZ 19.6;12;12
2016-02-24;GQD 22.1;12;12
2016-02-24;HWU 21.8;12;12
2016-02-24;ICV 20.3;12;12
2016-02-23;DHO 23.4;12;12
2016-02-23;GBZ 19.6;12;12
2016-02-23;GQD 22.1;12;12
2016-02-23;HWU 21.8;12;12
2016-02-23;ICV 20.3;12;12
2016-02-22;DHO 23.4;12;12
2016-02-22;GBZ 19.6;12;12
2016-02-22;GQD 22.1;12;12
2016-02-22;HWU 21.8;12;12
2016-02-22;ICV 20.3;12;12
2016-02-21;DHO 23.4;12;12
2016-02-21;GBZ 19.6;12;12
2016-02-21;GQD 22.1;12;12
2016-02-21;HWU 21.8;12;12
2016-02-21;ICV 20.3;12;12
2016-02-20;DHO 23.4;12;12
2016-02-20;GBZ 19.6;12;12
2016-02-20;GQD 22.1;12;12
2016-02-20;HWU 21.8;12;12
2016-02-20;ICV 20.3;12;12
2016-02-19;DHO 23.4;12;12
2016-02-19;GBZ 19.6;12;12
2016-02-19;GQD 22.1;12;12
2016-02-19;HWU 21.8;12;12
2016-02-19;ICV 20.3;12;12
2016-02-18;DHO 23.4;12;12
2016-02-18;GBZ 19.6;12;12
2016-02-18;GQD 22.1;12;12
2016-02-18;HWU 21.8;12;12
2016-02-18;ICV 20.3;12;12
2016-02-17;DHO 23.4;12;12
2016-02-17;GBZ 19.6;12;12
2016-02-17;GQD 22.1;12;12
2016-02-17;HWU 21.8;12;12
2016-02-17;ICV 20.3;12;12
2016-02-16;DHO 23.4;12;12
2016-02-16;GBZ 19.6;12;12
2016-02-16;GQD 22.1;12;12
2016-02-16;HWU 21.8;12;12
2016-02-16;ICV 20.3;12;12
2016-02-15;DHO 23.4;12;12
2016-02-15;GBZ 19.6;12;12
2016-02-15;GQD 22.1;12;12
2016-02-15;HWU 21.8;12;12
2016-02-15;ICV 20.3;12;12
2016-02-14;DHO 23.4;12;12
2016-02-14;GBZ 19.6;12;12
2016-02-14;GQD 22.1;12;12
2016-02-14;HWU 21.8;12;12
2016-02-14;ICV 20.3;12;12
2016-02-13;DHO 23.4;12;12
2016-02-13;GBZ 19.6;12;12
2016-02-13;GQD 22.1;12;12
2016-02-13;HWU 21.8;12;12
2016-02-13;ICV 20.3;12;12
2016-02-12;DHO 23.4;12;12
2016-02-12;GBZ 19.6;12;12
2016-02-12;GQD 22.1;12;12
2016-02-12;HWU 21.8;12;12
2016-02-12;ICV 20.3;12;12
2016-02-11;DHO 23.4;12;12
2016-02-11;GBZ 19.6;12;12
2016-02-11;GQD 22.1;12;12
2016-02-11;HWU 21.8;12;12
2016-02-11;ICV 20.3;12;12
2016-02-10;DHO 23.4;12;12
2016-02-10;GBZ 19.6;12;12
2016-02-10;GQD 22.1;12;12
2016-02-10;HWU 21.8;12;12
2016-02-10;ICV 20.3;12;12
2016-02-09;DHO 23.4;12;12
2016-02-09;GBZ 19.6;12;12
2016-02-09;GQD 22.1;12;12
2016-02-09;HWU 21.8;12;12
2016-02-09;ICV 20.3;12;12
2016-02-08;DHO 23.4;12;12
2016-02-08;GBZ 19.6;12;12
2016-02-08;GQD 22.1;12;12
2016-02-08;HWU 21.8;12;12
2016-02-08;ICV 20.3;12;12
2016-02-07;DHO 23.4;12;12
2016-02-07;GBZ 19.6;12;12
2016-02-07;GQD 22.1;12;12
2016-02-07;HWU 21.8;12;12
2016-02-07;ICV 20.3;12;12
2016-02-06;DHO 23.4;12;12
2016-02-06;GBZ 19.6;12;12
2016-02-06;GQD 22.1;12;12
2016-02-06;HWU 21.8;12;12
2016-02-06;ICV 20.3;12;12
2016-02-05;DHO 23.4;12;12
2016-02-05;GBZ 19.6;12;12
2016-02-05;GQD 22.1;12;12
2016-02-05;HWU 21.8;12;12
2016-02-05;ICV 20.3;12;12
2016-02-04;DHO 23.4;12;12
2016-02-04;GBZ 19.6;12;12
2016-02-04;GQD 22.1;12;12
2016-02-04;HWU 21.8;12;12
2016-02-04;ICV 20.3;12;12
2016-02-03;DHO 23.4;12;12
2016-02-03;GBZ 19.6;12;12
2016-02-03;GQD 22.1;12;12
2016-02-03;HWU 21.8;12;12
2016-02-03;ICV 20.3;12;12
2016-02-02;DHO 23.4;12;12
2016-02-02;GBZ 19.6;12;12
2016-02-02;GQD 22.1;12;12
2016-02-02;HWU 21.8;12;12
2016-02-02;ICV 20.3;12;12
2016-02-01;DHO 23.4;12;12
2016-02-01;GBZ 19.6;12;12
2016-02-01;GQD 22.1;12;12
2016-02-01;HWU 21.8;12;12
2016-02-01;ICV 20.3;12;12
2016-01-31;DHO 23.4;12;12
2016-01-31;GBZ 19.6;12;12
2016-01-31;GQD 22.1;12;12
2016-01-31;HWU 21.8;12;12
2016-01-31;ICV 20.3;12;12
2016-01-30;DHO 23.4;12;12
2016-01-30;GBZ 19.6;12;12
2016-01-30;GQD 22.1;12;12
2016-01-30;HWU 21.8;12;12
2016-01-30;ICV 20.3;12;12
2016-01-29;DHO 23.4;12;12
2016-01-29;GBZ 19.6;12;12
2016-01-29;GQD 22.1;12;12
2016-01-29;HWU 21.8;12;12
2016-01-29;ICV 20.3;12;12
2016-01-28;DHO 23.4;12;12
2016-01-28;GBZ 19.6;12;12
2016-01-28;GQD 22.1;12;12
2016-01-28;HWU 21.8;12;12
2016-01-28;ICV 20.3;12;12
2016-01-27;DHO 23.4;12;12
2016-01-27;GBZ 19.6;12;12
2016-01-27;GQD 22.1;12;12
2016-01-27;HWU 21.8;12;12
2016-01-27;ICV 20.3;12;12
2016-01-26;DHO 23.4;12;12
2016-01-26;GBZ 19.6;12;12
2016-01-26;GQD 22.1;12;12
2016-01-26;HWU 21.8;12;12
2016-01-26;ICV 20.3;12;12
2016-01-25;DHO 23.4;12;12
2016-01-25;GBZ 19.6;12;12
2016-01-25;GQD 22.1;12;12
2016-01-25;HWU 21.8;12;12
2016-01-25;ICV 20.3;12;12
2016-01-24;DHO 23.4;12;12
2016-01-24;GBZ 19.6;12;12
2016-01-24;GQD 22.1;12;12
2016-01-24;HWU 21.8;12;12
2016-01-24;ICV 20.3;12;12
2016-01-23;DHO 23.4;12;12
2016-01-23;GBZ 19.6;12;12
2016-01-23;GQD 22.1;12;12
2016-01-23;HWU 21.8;12;12
2016-01-23;ICV 20.3;12;12
2016-01-22;DHO 23.4;12;12
2016-01-22;GBZ 19.6;12;12
2016-01-22;GQD 22.1;12;12
2016-01-22;HWU 21.8;12;12
2016-01-22;ICV 20.3;12;12
2016-01-21;DHO 23.4;12;12
2016-01-21;GBZ 19.6;12;12
2016-01-21;GQD 22.1;12;12
2016-01-21;HWU 21.8;12;12
2016-01-21;ICV 20.3;12;12
2016-01-20;DHO 23.4;12;12
2016-01-20;GBZ 19.6;12;12
2016-01-20;GQD 22.1;12;12
2016-01-20;HWU 21.8;12;12
2016-01-20;ICV 20.3;12;12
2016-01-19;DHO 23.4;12;12
2016-01-19;GBZ 19.6;12;12
2016-01-19;GQD 22.1;12;12
2016-01-19;HWU 21.8;12;12
2016-01-19;ICV 20.3;12;12
2016-01-18;DHO 23.4;12;12
2016-01-18;GBZ 19.6;12;12
2016-01-18;GQD 22.1;12;12
2016-01-18;HWU 21.8;12;12
2016-01-18;ICV 20.3;12;12
2016-01-17;DHO 23.4;12;12
2016-01-17;GBZ 19.6;12;12
2016-01-17;GQD 22.1;12;12
2016-01-17;HWU 21.8;12;12
2016-01-17;ICV 20.3;12;12
2016-01-16;DHO 23.4;12;12
2016-01-16;GBZ 19.6;12;12
2016-01-16;GQD 22.1;12;12
2016-01-16;HWU 21.8;12;12
2016-01-16;ICV 20.3;12;12
2016-01-15;DHO 23.4;12;12
2016-01-15;GBZ 19.6;12;12
2016-01-15;GQD 22.1;12;12
2016-01-15;HWU 21.8;12;12
2016-01-15;ICV 20.3;12;12
2016-01-14;DHO 23.4;12;12
2016-01-14;GBZ 19.6;12;12
2016-01-14;GQD 22.1;12;12
2016-01-14;HWU 21.8;12;12
2016-01-14;ICV 20.3;12;12
2016-01-13;DHO 23.4;12;12
2016-01-13;GBZ 19.6;12;12
2016-01-13;GQD 22.1;12;12
2016-01-13;HWU 21.8;12;12
2016-01-13;ICV 20.3;12;12
2016-01-12;DHO 23.4;12;12
2016-01-12;GBZ 19.6;12;12
2016-01-12;GQD 22.1;12;12
2016-01-12;HWU 21.8;12;12
2016-01-12;ICV 20.3;12;12
2016-01-11;DHO 23.4;12;12
2016-01-11;GBZ 19.6;12;12
2016-01-11;GQD 22.1;12;12
2016-01-11;HWU 21.8;12;12
2016-01-11;ICV 20.3;12;12
2016-01-10;DHO 23.4;12;12
2016-01-10;GBZ 19.6;12;12
2016-01-10;GQD 22.1;12;12
2016-01-10;HWU 21.8;12;12
2016-01-10;ICV 20.3;12;12
2016-01-09;DHO 23.4;12;12
2016-01-09;GBZ 19.6;12;12
2016-01-09;GQD 22.1;12;12
2016-01-09;HWU 21.8;12;12
2016-01-09;ICV 20.3;12;12
2016-01-08;DHO 23.4;12;12
2016-01-08;GBZ 19.6;12;12
2016-01-08;GQD 22.1;12;12
2016-01-08;HWU 21.8;12;12
2016-01-08;ICV 20.3;12;12
2016-01-07;DHO 23.4;12;12
2016-01-07;GBZ 19.6;12;12
2016-01-07;GQD 22.1;12;12
2016-01-07;HWU 21.8;12;12
2016-01-07;ICV 20.3;12;12
2016-01-06;DHO 23.4;12;12
2016-01-06;GBZ 19.6;12;12
2016-01-06;GQD 22.1;12;12
2016-01-06;HWU 21.8;12;12
2016-01-06;ICV 20.3;12;12
2016-01-05;DHO 23.4;12;12
2016-01-05;GBZ 19.6;12;12
2016-01-05;GQD 22.1;12;12
2016-01-05;HWU 21.8;12;12
2016-01-05;ICV 20.3;12;12
2016-01-04;DHO 23.4;12;12
2016-01-04;GBZ 19.6;12;12
2016-01-04;GQD 22.1;12;12
2016-01-04;HWU 21.8;12;12
2016-01-04;ICV 20.3;12;12
2016-01-03;DHO 23.4;12;12
2016-01-03;GBZ 19.6;12;12
2016-01-03;GQD 22.1;12;12
2016-01-03;HWU 21.8;12;12
2016-01-03;ICV 20.3;12;12
2016-01-02;DHO 23.4;12;12
2016-01-02;GBZ 19.6;12;12
2016-01-02;GQD 22.1;12;12
2016-01-02;HWU 21.8;12;12
2016-01-02;ICV 20.3;12;12
2016-01-01;DHO 23.4;12;12
2016-01-01;GBZ 19.6;12;12
2016-01-01;GQD 22.1;12;12
2016-01-01;HWU 21.8;12;12
2016-01-01;ICV 20.3;12;12
2015-12-31;DHO 23.4;12;12
2015-12-31;GBZ 19.6;12;12
2015-12-31;GQD 22.1;12;12
2015-12-31;HWU 21.8;12;12
2015-12-31;ICV 20.3;12;12
2015-12-30;DHO 23.4;12;12
2015-12-30;GBZ 19.6;12;12
2015-12-30;GQD 22.1;12;12
2015-12-30;HWU 21.8;12;12
2015-12-30;ICV 20.3;12;12
2015-12-29;DHO 23.4;12;12
2015-12-29;GBZ 19.6;12;12
2015-12-29;GQD 22.1;12;12
2015-12-29;HWU 21.8;12;12
2015-12-29;ICV 20.3;12;12
2015-12-28;DHO 23.4;12;12
2015-12-28;GBZ 19.6;12;12
2015-12-28;GQD 22.1;12;12
2015-12-28;HWU 21.8;12;12
2015-12-28;ICV 20.3;12;12
2015-12-27;DHO 23.4;12;12
2015-12-27;GBZ 19.6;12;12
2015-12-27;GQD 22.1;12;12
2015-12-27;HWU 21.8;12;12
2015-12-27;ICV 20.3;12;12
2015-12-26;DHO 23.4;12;12
2015-12-26;GBZ 19.6;12;12
2015-12-26;GQD 22.1;12;12
2015-12-26;HWU 21.8;12;12
2015-12-26;ICV 20.3;12;12
2015-12-25;DHO 23.4;12;12
2015-12-25;GBZ 19.6;12;12
2015-12-25;GQD 22.1;12;12
2015-12-25;HWU 21.8;12;12
2015-12-25;ICV 20.3;12;12
2015-12-24;DHO 23.4;12;12
2015-12-24;GBZ 19.6;12;12
2015-12-24;GQD 22.1;12;12
2015-12-24;HWU 21.8;12;12
2015-12-24;ICV 20.3;12;12
2015-12-23;DHO 23.4;12;12
2015-12-23;GBZ 19.6;12;12
2015-12-23;GQD 22.1;12;12
2015-12-23;HWU 21.8;12;12
2015-12-23;ICV 20.3;12;12
2015-12-22;DHO 23.4;12;12
2015-12-22;GBZ 19.6;12;12
2015-12-22;GQD 22.1;12;12
2015-12-22;HWU 21.8;12;12
2015-12-22;ICV 20.3;12;12
2015-12-21;DHO 23.4;12;12
2015-12-21;GBZ 19.6;12;12
2015-12-21;GQD 22.1;12;12
2015-12-21;HWU 21.8;12;12
2015-12-21;ICV 20.3;12;12
2015-12-20;DHO 23.4;12;12
2015-12-20;GBZ 19.6;12;12
2015-12-20;GQD 22.1;12;12
2015-12-20;HWU 21.8;12;12
2015-12-20;ICV 20.3;12;12
2015-12-19;DHO 23.4;12;12
2015-12-19;GBZ 19.6;12;12
2015-12-19;GQD 22.1;12;12
2015-12-19;HWU 21.8;12;12
2015-12-19;ICV 20.3;12;12
2015-12-18;DHO 23.4;12;12
2015-12-18;GBZ 19.6;12;12
2015-12-18;GQD 22.1;12;12
2015-12-18;HWU 21.8;12;12
2015-12-18;ICV 20.3;12;12
2015-12-17;DHO 23.4;12;12
2015-12-17;GBZ 19.6;12;12
2015-12-17;GQD 22.1;12;12
2015-12-17;HWU 21.8;12;12
2015-12-17;ICV 20.3;12;12
2015-12-16;DHO 23.4;12;12
2015-12-16;GBZ 19.6;12;12
2015-12-16;GQD 22.1;12;12
2015-12-16;HWU 21.8;12;12
2015-12-16;ICV 20.3;12;12
2015-12-15;DHO 23.4;12;12
2015-12-15;GBZ 19.6;12;12
2015-12-15;GQD 22.1;12;12
2015-12-15;HWU 21.8;12;12
2015-12-15;ICV 20.3;12;12
2015-12-14;DHO 23.4;12;12
2015-12-14;GBZ 19.6;12;12
2015-12-14;GQD 22.1;12;12
2015-12-14;HWU 21.8;12;12
2015-12-14;ICV 20.3;12;12
2015-12-13;DHO 23.4;12;12
2015-12-13;GBZ 19.6;12;12
2015-12-13;GQD 22.1;12;12
2015-12-13;HWU 21.8;12;12
2015-12-13;ICV 20.3;12;12
2015-12-12;DHO 23.4;12;12
2015-12-12;GBZ 19.6;12;12
2015-12-12;GQD 22.1;12;12
2015-12-12;HWU 21.8;12;12
2015-12-12;ICV 20.3;12;12
2015-12-11;DHO 23.4;12;12
2015-12-11;GBZ 19.6;12;12
2015-12-11;GQD 22.1;12;12
2015-12-11;HWU 21.8;12;12
2015-12-11;ICV 20.3;12;12
2015-12-10;DHO 23.4;12;12
2015-12-10;GBZ 19.6;12;12
2015-12-10;GQD 22.1;12;12
2015-12-10;HWU 21.8;12;12
2015-12-10;ICV 20.3;12;12
2015-12-09;DHO 23.4;12;12
2015-12-09;GBZ 19.6;12;12
2015-12-09;GQD 22.1;12;12
2015-12-09;HWU 21.8;12;12
2015-12-09;ICV 20.3;12;12
2015-12-08;DHO 23.4;12;12
2015-12-08;GBZ 19.6;12;12
2015-12-08;GQD 22.1;12;12
