Date;Begin;;Maximum;;End;;Duration;Definition;Transmitter
;Time [UT];Qualifier;Time [UT];Qualifier;Time [UT];Qualifier;;;
2015-02-03;9:39;;9:48;;10:00;;21m;3;DHO 23.4
2015-02-03;10:48;;10:53;;11:11;;23m;4;ICV 20.3
2015-01-30;12:13;;12:19;;13:09;;56m;5;DHO 23.4
2015-01-30;12:13;;12:19;;13:09;;56m;5;GQD 22.1
2015-01-30;12:13;;12:19;;13:09;;56m;5;ICV 20.3
2015-01-29;12:24;;12:28;;12:38;;14m;4;DHO 23.4
2015-01-29;11:35;;11:46;;12:21;;46m;5;DHO 23.4
2015-01-29;12:24;;12:28;;12:38;;14m;4;GQD 22.1
2015-01-29;11:35;;11:46;;12:21;;46m;5;GQD 22.1
2015-01-29;12:24;;12:28;;12:38;;14m;4;ICV 20.3
2015-01-29;11:35;;11:46;;12:21;;46m;5;ICV 20.3
2015-01-29;10:36;;10:44;;10:55;;19m;4;ICV 20.3
2015-01-29;9:52;;10:00;;10:12;;20m;5;ICV 20.3
2015-01-21;11:36;;11:44;;12:25;;49m;5;DHO 23.4
2015-01-21;10:41;;10:48;;11:17;;36m;5;DHO 23.4
2015-01-21;11:36;;11:44;;12:25;;49m;5;GQD 22.1
2015-01-21;10:41;;10:48;;11:17;;36m;5;GQD 22.1
2015-01-14;12:50;;13:01;;14:03;;1h 13m;5;DHO 23.4
2015-01-14;9:32;;9:46;;10:18;;46m;5;DHO 23.4
2015-01-14;12:50;;13:01;;14:03;;1h 13m;5;GQD 22.1
2015-01-14;9:32;;9:46;;10:18;;46m;5;GQD 22.1
2015-01-14;12:50;;13:01;;14:03;;1h 13m;5;ICV 20.3
2015-01-14;9:32;;9:46;;10:18;;46m;5;ICV 20.3
2015-01-12;12:49;;12:58;;13:14;;25m;5;DHO 23.4
2015-01-12;12:49;;12:58;;13:14;;25m;5;GQD 22.1
2015-01-12;12:49;;12:58;;13:14;;25m;5;ICV 20.3
2015-01-10;11:17;;11:31;;12:12;;55m;4;DHO 23.4
2015-01-10;8:34;;8:38;;8:51;;17m;3;DHO 23.4
2015-01-10;11:17;;11:31;;12:12;;55m;4;GQD 22.1
2015-01-08;11:35;;11:58;;12:30;;55m;3;DHO 23.4
2015-01-08;10:38;;10:49;;11:03;;25m;3;DHO 23.4
2015-01-08;8:27;;8:39;;9:08;;41m;3;DHO 23.4
2015-01-08;7:40;;8:00;;8:13;;33m;3;DHO 23.4
2015-01-08;11:35;;11:58;;12:30;;55m;3;GQD 22.1
2015-01-08;10:38;;10:49;;11:03;;25m;3;GQD 22.1
2015-01-08;7:40;;8:00;;8:13;;33m;3;ICV 20.3
2015-01-07;11:46;;11:54;;12:14;;28m;5;DHO 23.4
2015-01-07;11:46;;11:54;;12:14;;28m;5;GQD 22.1
2015-01-07;11:46;;11:54;;12:14;;28m;5;ICV 20.3
2015-01-06;11:45;;11:52;;12:22;;37m;5;DHO 23.4
2015-01-06;8:11;;8:38;;9:08;;57m;4;DHO 23.4
2015-01-06;8:11;;8:38;;9:08;;57m;4;GBZ 19.6
2015-01-06;8:11;;8:38;;9:08;;57m;4;GQD 22.1
2015-01-06;11:45;;11:52;;12:22;;37m;5;ICV 20.3
2015-01-03;9:45;;9:49;;9:59;;14m;4;DHO 23.4
2015-01-03;9:45;;9:49;;9:59;;14m;4;GQD 22.1
2015-01-03;9:45;;9:49;;9:59;;14m;4;ICV 20.3
2015-01-01;11:42;;11:56;;12:13;;31m;4;DHO 23.4
2015-01-01;11:42;;11:56;;12:13;;31m;4;GQD 22.1
2014-12-23;10:20;;11:04;;12:02;;1h 42m;5;DHO 23.4
2014-12-23;10:20;;11:04;;12:02;;1h 42m;5;GQD 22.1
2014-12-22;10:56;;11:16;;12:12;;1h 16m;5;DHO 23.4
2014-12-22;10:56;;11:16;;12:12;;1h 16m;5;GQD 22.1
2014-12-21;11:26;;12:09;;13:24;;1h 58m;5;DHO 23.4
2014-12-21;11:26;;12:09;;13:24;;1h 58m;5;GQD 22.1
2014-12-21;11:26;;12:09;;13:24;;1h 58m;5;ICV 20.3
2014-12-19;9:34;;9:51;;10:43;;1h 9m;5;DHO 23.4
2014-12-19;9:34;;9:51;;10:43;;1h 9m;5;GQD 22.1
2014-12-19;9:34;;9:51;;10:43;;1h 9m;5;ICV 20.3
2014-12-18;12:45;;12:53;;13:40;;55m;5;DHO 23.4
2014-12-18;12:45;;12:53;;13:40;;55m;5;GQD 22.1
2014-12-18;12:45;;12:53;;13:40;;55m;5;ICV 20.3
2014-12-16;11:35;;11:42;;12:21;;46m;5;DHO 23.4
2014-12-16;10:11;;10:20;;10:43;;32m;5;DHO 23.4
2014-12-16;11:35;;11:42;;12:21;;46m;5;GQD 22.1
2014-12-16;10:11;;10:20;;10:43;;32m;5;GQD 22.1
2014-12-16;11:35;;11:42;;12:21;;46m;5;ICV 20.3
2014-12-16;10:11;;10:20;;10:43;;32m;5;ICV 20.3
2014-12-13;13:03;;13:11;;13:35;;32m;5;DHO 23.4
2014-12-13;10:52;;11:01;;11:11;;19m;4;DHO 23.4
2014-12-13;10:05;;10:13;;10:37;;32m;5;DHO 23.4
2014-12-13;13:03;;13:11;;13:35;;32m;5;GQD 22.1
2014-12-13;10:52;;11:01;;11:11;;19m;4;GQD 22.1
2014-12-13;10:05;;10:13;;10:37;;32m;5;GQD 22.1
2014-12-13;13:03;;13:11;;13:35;;32m;5;ICV 20.3
2014-12-13;10:52;;11:01;;11:11;;19m;4;ICV 20.3
2014-12-13;10:05;;10:13;;10:37;;32m;5;ICV 20.3
2014-12-09;12:31;;12:37;;12:59;;28m;5;DHO 23.4
2014-12-09;10:19;;10:27;;10:56;;37m;4;DHO 23.4
2014-12-09;9:59;;10:11;;10:19;D;20m;4;DHO 23.4
2014-12-09;12:31;;12:37;;12:59;;28m;5;GQD 22.1
2014-12-09;10:19;;10:27;;10:56;;37m;4;GQD 22.1
2014-12-09;9:59;;10:11;;10:19;D;20m;4;GQD 22.1
2014-12-09;12:31;;12:37;;12:59;;28m;5;ICV 20.3
2014-12-09;10:19;;10:27;;10:56;;37m;4;ICV 20.3
2014-12-09;9:59;;10:11;;10:19;D;20m;4;ICV 20.3
2014-12-05;12:05;;12:26;;13:00;;55m;5;DHO 23.4
2014-12-05;12:05;;12:26;;13:00;;55m;5;GQD 22.1
2014-12-05;12:05;;12:26;;13:00;;55m;5;ICV 20.3
2014-12-04;8:40;;9:16;;10:08;;1h 28m;4;GQD 22.1
2014-12-04;8:13;;8:38;;8:56;;43m;4;GQD 22.1
2014-12-04;7:10;;7:59;;8:11;;1h 1m;4;GQD 22.1
2014-12-04;8:40;;9:16;;10:08;;1h 28m;4;ICV 20.3
2014-12-04;8:13;;8:38;;8:56;;43m;4;ICV 20.3
2014-12-04;7:10;;7:59;;8:11;;1h 1m;4;ICV 20.3
2014-12-03;13:24;;13:31;;13:44;;20m;4;GQD 22.1
2014-12-03;13:24;;13:31;;13:44;;20m;4;ICV 20.3
2014-12-02;13:38;;13:53;;14:14;;36m;3;GQD 22.1
2014-12-02;13:38;;13:53;;14:14;;36m;3;ICV 20.3
2014-11-29;10:00;;10:09;;10:32;;32m;4;DHO 23.4
2014-11-29;13:42;;13:48;;14:11;;29m;4;GQD 22.1
2014-11-29;10:00;;10:09;;10:32;;32m;4;GQD 22.1
2014-11-29;13:42;;13:48;;14:11;;29m;4;ICV 20.3
2014-11-29;10:00;;10:09;;10:32;;32m;4;ICV 20.3
2014-11-28;11:17;;11:25;;11:47;;30m;3;ICV 20.3
2014-11-27;10:54;;11:02;;11:35;;41m;5;DHO 23.4
2014-11-27;10:14;;10:24;;10:49;;35m;5;DHO 23.4
2014-11-27;9:34;;9:46;;10:02;;28m;5;DHO 23.4
2014-11-27;10:54;;11:02;;11:35;;41m;5;GQD 22.1
2014-11-27;10:14;;10:24;;10:49;;35m;5;GQD 22.1
2014-11-27;9:34;;9:46;;10:02;;28m;5;GQD 22.1
2014-11-27;10:54;;11:02;;11:35;;41m;5;ICV 20.3
2014-11-27;10:14;;10:24;;10:49;;35m;5;ICV 20.3
2014-11-27;9:34;;9:46;;10:02;;28m;5;ICV 20.3
2014-11-24;10:53;;11:07;;12:07;;1h 14m;5;DHO 23.4
2014-11-24;10:53;;11:07;;12:07;;1h 14m;5;GQD 22.1
2014-11-24;10:53;;11:07;;12:07;;1h 14m;5;ICV 20.3
2014-11-23;10:38;;10:55;;11:37;;59m;5;DHO 23.4
2014-11-23;10:38;;10:55;;11:37;;59m;5;GQD 22.1
2014-11-23;10:38;;10:55;;11:37;;59m;5;ICV 20.3
2014-11-17;8:46;;8:51;;9:02;;16m;3;ICV 20.3
2014-11-16;10:02;;10:08;;10:31;;29m;4;DHO 23.4
2014-11-16;10:02;;10:08;;10:31;;29m;4;ICV 20.3
2014-11-16;9:09;;9:14;;9:33;;24m;3;ICV 20.3
2014-11-15;11:43;;12:05;;13:26;;1h 43m;5;DHO 23.4
2014-11-15;11:43;;12:05;;13:26;;1h 43m;5;GQD 22.1
2014-11-15;11:43;;12:05;;13:26;;1h 43m;5;ICV 20.3
2014-11-12;10:29;E;10:50;;12:14;;1h 45m;5;DHO 23.4
2014-11-12;9:40;;9:56;;10:25;D;45m;5;DHO 23.4
2014-11-12;10:29;E;10:50;;12:14;;1h 45m;5;GQD 22.1
2014-11-12;9:40;;9:56;;10:25;D;45m;5;GQD 22.1
2014-11-12;10:29;E;10:50;;12:14;;1h 45m;5;ICV 20.3
2014-11-12;9:40;;9:56;;10:25;D;45m;5;ICV 20.3
2014-11-11;11:17;;11:26;;11:57;;40m;5;DHO 23.4
2014-11-11;11:17;;11:26;;11:57;;40m;5;GQD 22.1
2014-11-11;11:17;;11:26;;11:57;;40m;5;ICV 20.3
2014-11-10;12:29;;12:37;;13:08;;39m;5;DHO 23.4
2014-11-10;10:17;;10:24;;10:40;;23m;4;DHO 23.4
2014-11-10;12:29;;12:37;;13:08;;39m;5;GQD 22.1
2014-11-10;12:29;;12:37;;13:08;;39m;5;ICV 20.3
2014-11-07;12:04;;12:08;;12:27;;23m;4;DHO 23.4
2014-11-07;10:07;;10:27;;11:24;;1h 17m;5;DHO 23.4
2014-11-07;12:04;;12:08;;12:27;;23m;4;GQD 22.1
2014-11-07;10:07;;10:27;;11:24;;1h 17m;5;GQD 22.1
2014-11-07;12:04;;12:08;;12:27;;23m;4;ICV 20.3
2014-11-07;10:07;;10:27;;11:24;;1h 17m;5;ICV 20.3
2014-11-06;11:00;;11:16;;12:00;;1h;4;DHO 23.4
2014-11-06;11:00;;11:16;;12:00;;1h;4;GQD 22.1
2014-11-05;9:39;;10:08;;11:47;;2h 8m;5;DHO 23.4
2014-11-05;9:39;;10:08;;11:47;;2h 8m;5;GQD 22.1
2014-11-05;9:39;;10:08;;11:47;;2h 8m;5;ICV 20.3
2014-11-04;8:22;;9:07;;11:07;;2h 45m;5;DHO 23.4
2014-11-04;12:07;;12:24;;13:03;;56m;4;GQD 22.1
2014-11-04;8:22;;9:07;;11:07;;2h 45m;5;GQD 22.1
2014-11-04;8:22;;9:07;;11:07;;2h 45m;5;ICV 20.3
2014-11-03;11:27;;12:08;;13:35;;2h 8m;5;DHO 23.4
2014-11-03;11:27;;12:08;;13:35;;2h 8m;5;GQD 22.1
2014-11-03;11:27;;12:08;;13:35;;2h 8m;5;ICV 20.3
2014-11-01;9:21;;9:47;;11:59;;2h 38m;5;DHO 23.4
2014-11-01;13:45;;13:54;;14:27;;42m;4;GQD 22.1
2014-11-01;9:21;;9:47;;11:59;;2h 38m;5;GQD 22.1
2014-11-01;13:45;;13:54;;14:27;;42m;4;ICV 20.3
2014-11-01;9:21;;9:47;;11:59;;2h 38m;5;ICV 20.3
2014-10-30;15:28;;15:41;;16:09;;41m;5;DHO 23.4
2014-10-30;13:07;;13:16;;14:01;;54m;5;DHO 23.4
2014-10-30;12:39;;12:53;;13:07;D;28m;5;DHO 23.4
2014-10-30;15:28;;15:41;;16:09;;41m;5;GQD 22.1
2014-10-30;13:07;;13:16;;14:01;;54m;5;GQD 22.1
2014-10-30;12:39;;12:53;;13:07;D;28m;5;GQD 22.1
2014-10-29;14:13;;14:38;;15:11;;58m;5;DHO 23.4
2014-10-29;13:58;;14:02;;14:11;;13m;4;DHO 23.4
2014-10-29;9:56;;10:30;;13:07;;3h 11m;5;DHO 23.4
2014-10-29;8:11;;8:24;;9:14;;1h 3m;5;DHO 23.4
2014-10-29;14:13;;14:38;;15:11;;58m;5;GQD 22.1
2014-10-29;13:58;;14:02;;14:11;;13m;4;GQD 22.1
2014-10-29;9:56;;10:30;;13:07;;3h 11m;5;GQD 22.1
2014-10-29;8:11;;8:24;;9:14;;1h 3m;5;GQD 22.1
2014-10-28;13:56;;14:05;;14:49;;53m;5;DHO 23.4
2014-10-28;13:07;;13:13;;13:29;;22m;5;DHO 23.4
2014-10-28;12:47;;12:51;;13:01;;14m;5;DHO 23.4
2014-10-28;11:33;;11:40;;11:51;;18m;5;DHO 23.4
2014-10-28;11:03;;11:09;;11:25;;22m;5;DHO 23.4
2014-10-28;10:26;;10:30;;10:33;;7m;3;DHO 23.4
2014-10-28;9:38;;9:42;;9:49;;11m;4;DHO 23.4
2014-10-28;13:56;;14:05;;14:49;;53m;5;GQD 22.1
2014-10-28;13:07;;13:13;;13:29;;22m;5;GQD 22.1
2014-10-28;12:47;;12:51;;13:01;;14m;5;GQD 22.1
2014-10-28;11:33;;11:40;;11:51;;18m;5;GQD 22.1
2014-10-28;11:03;;11:09;;11:25;;22m;5;GQD 22.1
2014-10-28;10:26;;10:30;;10:33;;7m;3;GQD 22.1
2014-10-28;9:38;;9:42;;9:49;;11m;4;GQD 22.1
2014-10-27;14:12;;15:03;;16:11;;1h 59m;5;DHO 23.4
2014-10-27;8:56;;10:38;;13:15;;4h 19m;5;DHO 23.4
2014-10-27;14:12;;15:03;;16:11;;1h 59m;5;GQD 22.1
2014-10-27;8:56;;10:38;;13:15;;4h 19m;5;GQD 22.1
2014-10-26;13:05;;13:12;;13:52;;47m;5;DHO 23.4
2014-10-26;10:04;;10:54;;12:50;;2h 46m;5;DHO 23.4
2014-10-26;13:05;;13:12;;13:52;;47m;5;GQD 22.1
2014-10-26;10:04;;10:54;;12:50;;2h 46m;5;GQD 22.1
2014-10-26;13:05;;13:12;;13:52;;47m;5;ICV 20.3
2014-10-26;10:04;;10:54;;12:50;;2h 46m;5;ICV 20.3
2014-10-25;15:25;;15:47;;15:53;;28m;5;DHO 23.4
2014-10-25;15:02;;15:06;;15:15;;13m;4;DHO 23.4
2014-10-25;12:14;;12:21;;12:47;;33m;5;DHO 23.4
2014-10-25;9:42;;9:51;;10:11;;29m;5;DHO 23.4
2014-10-25;15:25;;15:47;;15:53;;28m;5;GQD 22.1
2014-10-25;15:02;;15:06;;15:15;;13m;4;GQD 22.1
2014-10-25;12:14;;12:21;;12:47;;33m;5;GQD 22.1
2014-10-25;9:42;;9:51;;10:11;;29m;5;GQD 22.1
2014-10-25;7:38;;7:45;;8:25;;47m;5;GQD 22.1
2014-10-25;15:25;;15:47;;15:53;;28m;5;ICV 20.3
2014-10-25;15:02;;15:06;;15:15;;13m;4;ICV 20.3
2014-10-25;12:14;;12:21;;12:47;;33m;5;ICV 20.3
2014-10-25;9:42;;9:51;;10:11;;29m;5;ICV 20.3
2014-10-24;14:50;;15:02;;15:27;;37m;4;GQD 22.1
2014-10-24;10:17;;10:41;;11:06;;49m;4;GQD 22.1
2014-10-24;7:36;;7:50;;8:51;;1h 15m;5;GQD 22.1
2014-10-24;14:50;;15:02;;15:27;;37m;4;ICV 20.3
2014-10-24;7:36;;7:50;;8:51;;1h 15m;5;ICV 20.3
2014-10-23;15:06;;15:19;;15:51;;45m;4;DHO 23.4
2014-10-23;9:46;;9:53;;11:27;;1h 41m;5;DHO 23.4
2014-10-23;9:46;;9:53;;11:27;;1h 41m;5;GQD 22.1
2014-10-23;9:46;;9:53;;11:27;;1h 41m;5;ICV 20.3
2014-10-22;16:59;;18:06;;18:22;;1h 23m;5;DHO 23.4
2014-10-22;15:53;;15:56;;16:46;;53m;4;DHO 23.4
2014-10-22;14:03;;14:45;;15:53;D;1h 50m;5;DHO 23.4
2014-10-22;12:02;;12:10;;12:25;;23m;5;DHO 23.4
2014-10-22;9:07;;9:16;;10:00;;53m;5;DHO 23.4
2014-10-22;15:53;;15:56;;16:46;;53m;4;GQD 22.1
2014-10-22;14:03;;14:45;;15:53;D;1h 50m;5;GQD 22.1
2014-10-22;12:02;;12:10;;12:25;;23m;5;GQD 22.1
2014-10-22;9:07;;9:16;;10:00;;53m;5;GQD 22.1
2014-10-22;16:59;;18:06;;18:22;;1h 23m;5;ICV 20.3
2014-10-22;15:53;;15:56;;16:46;;53m;4;ICV 20.3
2014-10-22;14:03;;14:45;;15:53;D;1h 50m;5;ICV 20.3
2014-10-22;12:02;;12:10;;12:25;;23m;5;ICV 20.3
2014-10-22;9:07;;9:16;;10:00;;53m;5;ICV 20.3
2014-10-21;13:36;;13:41;;14:19;;43m;5;DHO 23.4
2014-10-21;12:26;;12:32;;12:49;;23m;5;DHO 23.4
2014-10-21;10:50;;11:01;;11:48;;58m;5;DHO 23.4
2014-10-21;13:36;;13:41;;14:19;;43m;5;GQD 22.1
2014-10-21;12:26;;12:32;;12:49;;23m;5;GQD 22.1
2014-10-21;10:50;;11:01;;11:48;;58m;5;GQD 22.1
2014-10-21;13:36;;13:41;;14:19;;43m;5;ICV 20.3
2014-10-21;12:26;;12:32;;12:49;;23m;5;ICV 20.3
2014-10-21;10:50;;11:01;;11:48;;58m;5;ICV 20.3
2014-10-20;15:02;;15:25;;15:58;;56m;4;DHO 23.4
2014-10-20;11:21;;11:29;;11:53;;32m;5;DHO 23.4
2014-10-20;9:02;;9:19;;10:28;;1h 26m;5;DHO 23.4
2014-10-20;15:02;;15:25;;15:58;;56m;4;GQD 22.1
2014-10-20;11:21;;11:29;;11:53;;32m;5;GQD 22.1
2014-10-20;9:02;;9:19;;10:28;;1h 26m;5;GQD 22.1
2014-10-20;15:02;;15:25;;15:58;;56m;4;ICV 20.3
2014-10-20;11:21;;11:29;;11:53;;32m;5;ICV 20.3
2014-10-19;12:10;;12:19;;13:17;;1h 7m;5;DHO 23.4
2014-10-19;11:07;;11:25;;11:59;;52m;5;DHO 23.4
2014-10-19;12:10;;12:19;;13:17;;1h 7m;5;GQD 22.1
2014-10-19;11:07;;11:25;;11:59;;52m;5;GQD 22.1
2014-10-19;12:10;;12:19;;13:17;;1h 7m;5;ICV 20.3
2014-10-19;11:07;;11:25;;11:59;;52m;5;ICV 20.3
2014-10-18;13:03;;13:20;;13:50;;47m;5;GQD 22.1
2014-10-18;7:35;;8:05;;9:09;;1h 34m;5;GQD 22.1
2014-10-18;13:03;;13:20;;13:50;;47m;5;ICV 20.3
2014-10-18;7:35;;8:05;;9:09;;1h 34m;5;ICV 20.3
2014-10-17;12:46;;12:55;;13:48;;1h 2m;5;DHO 23.4
2014-10-17;12:46;;12:55;;13:48;;1h 2m;5;GQD 22.1
2014-10-17;12:46;;12:55;;13:48;;1h 2m;5;ICV 20.3
2014-10-16;12:59;;13:10;;14:28;;1h 29m;5;DHO 23.4
2014-10-16;8:46;;9:01;;10:28;;1h 42m;5;DHO 23.4
2014-10-16;12:59;;13:10;;14:28;;1h 29m;5;GQD 22.1
2014-10-16;8:46;;9:01;;10:28;;1h 42m;5;GQD 22.1
2014-10-16;7:32;;7:42;;8:05;;33m;5;GQD 22.1
2014-10-16;12:59;;13:10;;14:28;;1h 29m;5;ICV 20.3
2014-10-16;8:46;;9:01;;10:28;;1h 42m;5;ICV 20.3
2014-10-16;7:32;;7:42;;8:05;;33m;5;ICV 20.3
2014-10-10;9:22;;9:35;;10:22;;1h;5;DHO 23.4
2014-10-10;9:22;;9:35;;10:22;;1h;5;GQD 22.1
2014-10-10;9:22;;9:35;;10:22;;1h;5;ICV 20.3
2014-10-10;6:52;;7:05;;7:37;;45m;4;ICV 20.3
2014-10-10;5:07;;5:11;;5:16;;9m;3;ICV 20.3
2014-10-03;11:45;;11:51;;12:36;;51m;5;GQD 22.1
2014-10-03;10:43;;10:52;;11:04;;21m;4;GQD 22.1
2014-10-03;11:45;;11:51;;12:36;;51m;5;ICV 20.3
2014-10-03;10:43;;10:52;;11:04;;21m;4;ICV 20.3
2014-09-29;12:06;;12:23;;12:54;;48m;4;DHO 23.4
2014-09-29;10:56;;11:08;;11:39;;43m;3;DHO 23.4
2014-09-29;12:06;;12:23;;12:54;;48m;4;GQD 22.1
2014-09-29;10:56;;11:08;;11:39;;43m;3;GQD 22.1
2014-09-28;10:57;;11:13;;12:00;;1h 3m;4;GQD 22.1
2014-09-28;7:00;;7:16;;8:26;;1h 26m;5;GQD 22.1
2014-09-28;7:00;;7:16;;8:26;;1h 26m;5;ICV 20.3
2014-09-27;8:34;;8:41;;9:27;;53m;5;DHO 23.4
2014-09-27;6:30;;6:37;;6:52;;22m;3;DHO 23.4
2014-09-27;8:34;;8:41;;9:27;;53m;5;GQD 22.1
2014-09-27;8:34;;8:41;;9:27;;53m;5;ICV 20.3
2014-09-26;16:13;;16:22;;16:52;;39m;5;DHO 23.4
2014-09-26;13:53;;13:58;;14:17;;24m;4;DHO 23.4
2014-09-26;12:50;;12:56;;13:21;;31m;5;DHO 23.4
2014-09-26;16:13;;16:22;;16:52;;39m;5;GQD 22.1
2014-09-26;13:53;;13:58;;14:17;;24m;4;GQD 22.1
2014-09-26;12:50;;12:56;;13:21;;31m;5;GQD 22.1
2014-09-26;16:13;;16:22;;16:52;;39m;5;ICV 20.3
2014-09-26;13:53;;13:58;;14:17;;24m;4;ICV 20.3
2014-09-21;11:21;;12:05;;13:51;;2h 30m;5;DHO 23.4
2014-09-21;11:21;;12:05;;13:51;;2h 30m;5;GQD 22.1
2014-09-18;8:40;;8:45;;10:01;;1h 21m;5;DHO 23.4
2014-09-18;8:40;;8:45;;10:01;;1h 21m;5;GQD 22.1
2014-09-18;7:06;;7:14;;7:40;;34m;3;GQD 22.1
2014-09-14;14:10;;14:27;;14:54;;44m;3;GQD 22.1
2014-09-13;12:53;;12:56;;13:42;;49m;5;DHO 23.4
2014-09-13;12:53;;12:56;;13:42;;49m;5;GQD 22.1
2014-09-12;9:31;;9:53;;11:43;;2h 12m;5;DHO 23.4
2014-09-12;9:31;;9:53;;11:43;;2h 12m;5;GQD 22.1
2014-09-11;15:23;;15:33;;16:53;;1h 30m;5;DHO 23.4
2014-09-11;15:23;;15:33;;16:53;;1h 30m;5;GQD 22.1
2014-09-10;10:50;;11:07;;11:39;;49m;5;DHO 23.4
2014-09-10;10:50;;11:07;;11:39;;49m;5;GQD 22.1
2014-09-09;12:20;;12:29;;13:36;;1h 16m;5;DHO 23.4
2014-09-09;12:20;;12:29;;13:36;;1h 16m;5;GQD 22.1
2014-09-07;14:39;;14:48;;15:22;;43m;3;DHO 23.4
2014-09-07;12:05;;12:17;;13:02;;57m;4;DHO 23.4
2014-09-07;14:39;;14:48;;15:22;;43m;3;GQD 22.1
2014-09-07;12:05;;12:17;;13:02;;57m;4;GQD 22.1
2014-09-06;9:09;;9:18;;9:38;;29m;3;DHO 23.4
2014-09-06;8:02;;8:23;;9:04;;1h 2m;5;DHO 23.4
2014-09-06;9:09;;9:18;;9:38;;29m;3;GQD 22.1
2014-09-06;8:02;;8:23;;9:04;;1h 2m;5;GQD 22.1
2014-09-05;9:32;;9:38;;10:19;;47m;5;DHO 23.4
2014-09-05;9:32;;9:38;;10:19;;47m;5;GQD 22.1
2014-09-04;13:15;;13:32;;14:23;;1h 8m;5;DHO 23.4
2014-09-04;16:24;;16:41;;17:14;;50m;5;GQD 22.1
2014-09-03;13:17;;13:56;;15:56;;2h 39m;5;DHO 23.4
2014-08-31;15:28;;15:30;;15:58;;30m;5;DHO 23.4
2014-08-31;12:01;;12:15;;13:02;;1h 1m;5;DHO 23.4
2014-08-31;10:56;;11:28;;11:36;;40m;4;DHO 23.4
2014-08-28;12:38;;12:50;;13:02;;24m;4;DHO 23.4
2014-08-28;12:38;;12:50;;13:02;;24m;4;GQD 22.1
2014-08-26;12:49;;12:59;;13:19;;30m;3;DHO 23.4
2014-08-26;11:35;;11:46;;12:08;;33m;5;DHO 23.4
2014-08-26;9:24;;9:33;;9:50;;26m;5;DHO 23.4
2014-08-25;14:51;;15:14;;16:39;;1h 48m;5;DHO 23.4
2014-08-24;12:05;;12:28;;15:06;;3h 1m;5;DHO 23.4
2014-08-22;15:45;;15:53;;16:48;;1h 3m;5;DHO 23.4
2014-08-22;12:51;;13:07;;15:11;;2h 20m;5;DHO 23.4
2014-08-22;10:23;;10:38;;11:08;;45m;5;DHO 23.4
2014-08-22;9:09;;9:27;;10:10;;1h 1m;5;DHO 23.4
2014-08-22;8:31;;8:41;;9:09;D;38m;5;DHO 23.4
2014-08-22;6:22;;6:35;;6:52;D;30m;5;DHO 23.4
2014-08-21;13:21;;13:37;;15:30;;2h 9m;5;DHO 23.4
2014-08-20;12:40;;12:56;;14:02;;1h 22m;5;DHO 23.4
2014-08-16;9:15;;9:44;;9:54;;39m;5;DHO 23.4
2014-08-06;14:15;;14:18;;14:50;;35m;5;DHO 23.4
2014-08-06;11:29;;11:32;;12:08;;39m;4;DHO 23.4
2014-08-06;16:00;;16:02;;16:23;;23m;4;GQD 22.1
2014-08-06;14:15;;14:18;;14:50;;35m;5;GQD 22.1
2014-08-06;11:29;;11:32;;12:08;;39m;4;GQD 22.1
2014-08-01;17:58;;18:26;;18:58;;1h;5;DHO 23.4
2014-08-01;14:32;;15:01;;16:29;;1h 57m;5;DHO 23.4
2014-08-01;17:58;;18:26;;18:58;;1h;5;GQD 22.1
2014-08-01;14:32;;15:01;;16:29;;1h 57m;5;GQD 22.1
2014-08-01;11:36;;11:48;;12:27;;51m;5;GQD 22.1
2014-07-31;11:03;;11:17;;12:16;;1h 13m;5;DHO 23.4
2014-07-31;9:14;;9:31;;9:55;;41m;5;DHO 23.4
2014-07-31;15:12;;15:24;;16:01;;49m;5;GQD 22.1
2014-07-31;11:03;;11:17;;12:16;;1h 13m;5;GQD 22.1
2014-07-31;9:14;;9:31;;9:55;;41m;5;GQD 22.1
2014-07-30;16:04;;16:16;;17:13;;1h 9m;5;GBZ 19.6
2014-07-30;16:04;;16:16;;17:13;;1h 9m;5;GQD 22.1
2014-07-29;16:24;;16:35;;17:11;;47m;5;GQD 22.1
2014-07-13;8:47;;9:00;;10:03;;1h 16m;5;DHO 23.4
2014-07-13;8:47;;9:00;;10:03;;1h 16m;5;GQD 22.1
2014-07-12;14:04;;14:18;;15:00;;56m;5;DHO 23.4
2014-07-12;14:04;;14:18;;15:00;;56m;5;GQD 22.1
2014-07-08;16:09;;16:34;;18:21;;2h 12m;5;DHO 23.4
2014-07-08;8:51;;9:11;;10:37;;1h 46m;5;DHO 23.4
2014-07-08;16:09;;16:34;;18:21;;2h 12m;5;GQD 22.1
2014-07-08;8:51;;9:11;;10:37;;1h 46m;5;GQD 22.1
2014-07-06;8:10;;8:24;;9:10;;1h;3;GQD 22.1
2014-07-06;6:57;;7:02;;7:26;;29m;3;GQD 22.1
2014-07-04;14:30;;14:44;;15:26;;56m;5;DHO 23.4
2014-07-04;14:30;;14:44;;15:26;;56m;5;GQD 22.1
2014-07-01;11:00;;11:34;;12:57;;1h 57m;5;DHO 23.4
2014-07-01;10:04;;10:19;;10:59;D;55m;5;DHO 23.4
2014-07-01;9:02;;9:17;;9:39;;37m;3;DHO 23.4
2014-07-01;11:00;;11:34;;12:57;;1h 57m;5;GQD 22.1
2014-07-01;9:02;;9:17;;9:39;;37m;3;GQD 22.1
2014-07-01;7:07;;7:38;;8:41;;1h 34m;5;GQD 22.1
