Date;Begin;;Maximum;;End;;Duration;Definition;Transmitter
;Time [UT];Qualifier;Time [UT];Qualifier;Time [UT];Qualifier;;;
2015-08-28;11:25;;11:47;;12:46;D;1h 21m;5;GQD 22.1
2015-08-28;8:14;;8:25;;9:32;;1h 18m;5;GQD 22.1
2015-08-26;13:42;;13:55;;15:01;;1h 19m;5;DHO 23.4
2015-08-26;13:42;;13:55;;15:01;;1h 19m;5;GQD 22.1
2015-08-25;11:57;;12:02;;12:29;;32m;5;DHO 23.4
2015-08-25;10:28;;10:47;;11:20;;52m;5;DHO 23.4
2015-08-25;11:57;;12:02;;12:29;;32m;5;GQD 22.1
2015-08-25;10:28;;10:47;;11:20;;52m;5;GQD 22.1
2015-08-24;15:11;;15:17;;16:08;;57m;5;DHO 23.4
2015-08-24;13:56;;14:01;;14:33;;37m;3;DHO 23.4
2015-08-24;13:21;;13:30;;13:44;;23m;4;DHO 23.4
2015-08-24;12:04;;12:14;;12:48;;44m;5;DHO 23.4
2015-08-24;9:54;;10:03;;10:34;;40m;4;DHO 23.4
2015-08-24;7:26;;7:36;;9:14;;1h 48m;5;GBZ 19.6
2015-08-24;15:11;;15:17;;16:08;;57m;5;GQD 22.1
2015-08-24;13:56;;14:01;;14:33;;37m;3;GQD 22.1
2015-08-24;13:21;;13:30;;13:44;;23m;4;GQD 22.1
2015-08-24;12:04;;12:14;;12:48;;44m;5;GQD 22.1
2015-08-24;9:54;;10:03;;10:34;;40m;4;GQD 22.1
2015-08-24;7:26;;7:36;;9:14;;1h 48m;5;GQD 22.1
2015-08-24;7:08;;7:17;;7:26;D;18m;5;GQD 22.1
2015-08-23;11:18;;11:28;;11:58;;40m;5;DHO 23.4
2015-08-23;8:58;;9:03;;9:38;;40m;5;DHO 23.4
2015-08-23;11:18;;11:28;;11:58;;40m;5;GQD 22.1
2015-08-23;8:58;;9:03;;9:38;;40m;5;GQD 22.1
2015-08-23;7:03;;7:17;;7:59;;56m;5;GQD 22.1
2015-08-22;13:20;;13:30;;15:22;;2h 2m;5;DHO 23.4
2015-08-22;11:15;;11:32;;12:47;;1h 32m;5;DHO 23.4
2015-08-22;10:23;;10:28;;11:14;;51m;5;DHO 23.4
2015-08-22;9:08;;9:26;;10:23;;1h 15m;5;DHO 23.4
2015-08-22;8:36;;8:48;;9:08;D;32m;5;DHO 23.4
2015-08-22;6:31;;6:58;;8:17;;1h 46m;5;DHO 23.4
2015-08-22;13:20;;13:30;;15:22;;2h 2m;5;GQD 22.1
2015-08-22;11:15;;11:32;;12:47;;1h 32m;5;GQD 22.1
2015-08-22;10:23;;10:28;;11:14;;51m;5;GQD 22.1
2015-08-22;9:08;;9:26;;10:23;;1h 15m;5;GQD 22.1
2015-08-22;8:36;;8:48;;9:08;D;32m;5;GQD 22.1
2015-08-22;6:31;;6:58;;8:17;;1h 46m;5;GQD 22.1
2015-08-21;9:38;;9:51;;11:23;;1h 45m;5;DHO 23.4
2015-08-21;9:38;;9:51;;11:23;;1h 45m;5;GQD 22.1
2015-08-13;13:13;;13:33;;13:56;;43m;3;DHO 23.4
2015-08-09;7:34;;7:52;;9:07;;1h 33m;5;GQD 22.1
2015-08-08;8:59;;9:13;;9:47;;48m;5;DHO 23.4
2015-08-08;14:29;;14:40;;15:12;;43m;4;GQD 22.1
2015-08-08;8:59;;9:13;;9:47;;48m;5;GQD 22.1
2015-07-06;11:35;;11:45;;12:37;;1h 2m;5;DHO 23.4
2015-07-06;8:28;;8:51;;10:08;;1h 40m;5;DHO 23.4
2015-07-06;11:35;;11:45;;12:37;;1h 2m;5;GQD 22.1
2015-07-06;8:28;;8:51;;10:08;;1h 40m;5;GQD 22.1
2015-07-06;7:32;;7:54;;8:15;;43m;5;GQD 22.1
2015-07-06;7:32;;7:54;;8:15;;43m;5;ICV 20.3
2015-07-03;12:49;;12:55;;14:08;;1h 19m;5;DHO 23.4
2015-07-03;11:18;;11:32;;11:52;;34m;5;DHO 23.4
2015-07-03;9:15;;9:22;;10:38;;1h 23m;5;DHO 23.4
2015-07-03;12:49;;12:55;;14:08;;1h 19m;5;GQD 22.1
2015-07-03;11:18;;11:32;;11:52;;34m;5;GQD 22.1
2015-07-03;9:15;;9:22;;10:38;;1h 23m;5;GQD 22.1
2015-07-03;12:49;;12:55;;14:08;;1h 19m;5;ICV 20.3
2015-07-03;9:15;;9:22;;10:38;;1h 23m;5;ICV 20.3
2015-07-02;15:26;;15:38;;16:21;;55m;5;DHO 23.4
2015-07-02;15:26;;15:38;;16:21;;55m;5;GQD 22.1
2015-07-02;15:26;;15:38;;16:21;;55m;5;ICV 20.3
2015-06-29;14:45;;15:00;;15:28;;43m;5;DHO 23.4
2015-06-29;14:45;;15:00;;15:28;;43m;5;GQD 22.1
2015-06-29;14:45;;15:00;;15:28;;43m;5;ICV 20.3
2015-06-27;10:53;;11:09;;11:43;;50m;5;DHO 23.4
2015-06-27;10:53;;11:09;;11:43;;50m;5;GQD 22.1
2015-06-27;10:53;;11:09;;11:43;;50m;5;ICV 20.3
2015-06-25;8:05;;8:38;;13:40;;5h 35m;5;DHO 23.4
2015-06-25;8:05;;8:38;;13:40;;5h 35m;5;GQD 22.1
2015-06-25;8:05;;8:38;;13:40;;5h 35m;5;ICV 20.3
2015-06-24;15:15;;15:31;;16:16;;1h 1m;5;DHO 23.4
2015-06-24;15:15;;15:31;;16:16;;1h 1m;5;GQD 22.1
2015-06-24;15:15;;15:31;;16:16;;1h 1m;5;ICV 20.3
2015-06-23;12:13;;12:24;;12:59;;46m;3;DHO 23.4
2015-06-23;12:13;;12:24;;12:59;;46m;3;GQD 22.1
2015-06-22;7:35;;7:42;;8:06;;31m;4;GQD 22.1
2015-06-22;7:35;;7:42;;8:06;;31m;4;ICV 20.3
2015-06-21;9:40;;9:48;;11:36;;1h 56m;5;DHO 23.4
2015-06-21;9:40;;9:48;;11:36;;1h 56m;5;GQD 22.1
2015-06-21;9:40;;9:48;;11:36;;1h 56m;5;ICV 20.3
2015-06-20;6:27;;6:50;;8:48;;2h 21m;5;DHO 23.4
2015-06-20;6:27;;6:50;;8:48;;2h 21m;5;GQD 22.1
2015-06-20;6:27;;6:50;;8:48;;2h 21m;5;ICV 20.3
2015-06-19;9:20;;9:30;;11:16;;1h 56m;5;DHO 23.4
2015-06-19;9:20;;9:30;;11:16;;1h 56m;5;GQD 22.1
2015-06-19;9:20;;9:30;;11:16;;1h 56m;5;ICV 20.3
2015-06-15;10:25;;10:33;;11:27;;1h 2m;5;DHO 23.4
2015-06-13;15:57;;16:15;;16:38;;41m;4;DHO 23.4
2015-06-13;14:27;;14:41;;15:45;;1h 18m;5;DHO 23.4
2015-06-13;12:33;;12:53;;13:45;;1h 12m;5;DHO 23.4
2015-06-13;10:25;;10:32;;10:54;;29m;5;DHO 23.4
2015-06-13;9:40;;9:47;;10:25;D;45m;5;DHO 23.4
2015-06-13;6:21;;6:30;;6:50;;29m;4;DHO 23.4
2015-06-13;15:57;;16:15;;16:38;;41m;4;ICV 20.3
2015-06-13;14:27;;14:41;;15:45;;1h 18m;5;ICV 20.3
2015-06-13;12:33;;12:53;;13:45;;1h 12m;5;ICV 20.3
2015-06-13;9:40;;9:47;;10:25;D;45m;5;ICV 20.3
2015-06-13;7:18;;7:29;;8:54;;1h 36m;3;ICV 20.3
2015-06-13;6:21;;6:30;;6:50;;29m;4;ICV 20.3
2015-06-12;15:23;;15:40;;16:08;;45m;4;DHO 23.4
2015-06-12;15:23;;15:40;;16:08;;45m;4;ICV 20.3
2015-06-11;15:16;;15:24;;16:12;;56m;5;DHO 23.4
2015-06-11;14:33;;14:40;;15:16;D;43m;5;DHO 23.4
2015-06-11;11:58;;12:04;;12:44;;46m;5;DHO 23.4
2015-06-11;11:43;;11:45;;11:58;D;15m;5;DHO 23.4
2015-06-11;11:26;;11:40;;11:43;D;17m;5;DHO 23.4
2015-06-11;9:40;;9:43;;10:04;;24m;3;DHO 23.4
2015-06-11;8:50;;8:59;;9:40;D;50m;5;DHO 23.4
2015-06-11;15:16;;15:24;;16:12;;56m;5;ICV 20.3
2015-06-11;14:33;;14:40;;15:16;D;43m;5;ICV 20.3
2015-06-11;11:26;;11:40;;11:43;D;17m;5;ICV 20.3
2015-06-11;8:50;;8:59;;9:40;D;50m;5;ICV 20.3
2015-06-10;14:06;;14:23;;14:40;;34m;3;DHO 23.4
2015-06-10;12:35;;13:07;;14:03;;1h 28m;3;DHO 23.4
2015-06-05;9:25;;9:40;;10:10;;45m;3;DHO 23.4
2015-05-19;11:55;;12:02;;12:50;;55m;4;DHO 23.4
2015-05-19;11:55;;12:02;;12:50;;55m;4;GQD 22.1
2015-05-14;14:00;;14:10;;14:47;;47m;5;DHO 23.4
2015-05-14;14:00;;14:10;;14:47;;47m;5;GQD 22.1
2015-05-14;7:30;;7:34;;8:05;;35m;5;GQD 22.1
2015-05-14;14:00;;14:10;;14:47;;47m;5;ICV 20.3
2015-05-14;7:30;;7:34;;8:05;;35m;5;ICV 20.3
2015-05-13;11:06;;11:16;;11:53;;47m;5;DHO 23.4
2015-05-13;9:43;;10:00;;10:41;;58m;5;DHO 23.4
2015-05-13;11:06;;11:16;;11:53;;47m;5;GQD 22.1
2015-05-13;9:43;;10:00;;10:41;;58m;5;GQD 22.1
2015-05-13;11:06;;11:16;;11:53;;47m;5;ICV 20.3
2015-05-13;9:43;;10:00;;10:41;;58m;5;ICV 20.3
2015-05-12;11:48;;11:53;;12:31;;43m;5;DHO 23.4
2015-05-12;10:44;;10:48;;10:54;;10m;3;DHO 23.4
2015-05-12;11:48;;11:53;;12:31;;43m;5;GQD 22.1
2015-05-12;10:44;;10:48;;10:54;;10m;3;GQD 22.1
2015-05-10;12:47;;13:01;;13:43;;56m;5;DHO 23.4
2015-05-10;12:47;;13:01;;13:43;;56m;5;GQD 22.1
2015-05-09;8:01;;8:15;;8:56;;55m;5;DHO 23.4
2015-05-09;8:01;;8:15;;8:56;;55m;5;GQD 22.1
2015-05-09;8:01;;8:15;;8:56;;55m;5;ICV 20.3
2015-05-08;9:37;;9:42;;10:20;;43m;5;DHO 23.4
2015-05-08;9:37;;9:42;;10:20;;43m;5;GQD 22.1
2015-05-08;9:37;;9:42;;10:20;;43m;5;ICV 20.3
2015-05-07;15:21;;15:30;;16:01;;40m;3;DHO 23.4
2015-05-07;9:56;;10:06;;11:29;;1h 33m;5;DHO 23.4
2015-05-07;15:21;;15:30;;16:01;;40m;3;GQD 22.1
2015-05-07;9:56;;10:06;;11:29;;1h 33m;5;GQD 22.1
2015-05-07;15:21;;15:30;;16:01;;40m;3;ICV 20.3
2015-05-06;11:47;;11:58;;13:06;;1h 19m;5;DHO 23.4
2015-05-06;11:08;;11:19;;11:37;;29m;5;DHO 23.4
2015-05-06;11:47;;11:58;;13:06;;1h 19m;5;GQD 22.1
2015-05-06;11:08;;11:19;;11:37;;29m;5;GQD 22.1
2015-05-05;14:21;;14:36;;15:20;;59m;5;DHO 23.4
2015-05-05;13:46;;14:00;;14:21;D;35m;5;DHO 23.4
2015-05-05;12:32;;12:42;;12:49;;17m;4;DHO 23.4
2015-05-05;12:14;;12:20;;12:27;;13m;4;DHO 23.4
2015-05-05;11:56;;12:01;;12:14;;18m;4;DHO 23.4
2015-05-05;11:19;;11:41;;11:56;D;37m;5;DHO 23.4
2015-05-05;9:44;;10:03;;10:56;;1h 12m;5;DHO 23.4
2015-05-05;9:12;;9:21;;9:44;D;32m;5;DHO 23.4
2015-05-05;8:31;;8:41;;9:03;;32m;5;DHO 23.4
2015-05-05;8:22;;8:27;;8:31;D;9m;4;DHO 23.4
2015-05-05;7:58;;8:04;;8:17;;19m;5;DHO 23.4
2015-05-05;14:21;;14:36;;15:20;;59m;5;GQD 22.1
2015-05-05;13:46;;14:00;;14:21;D;35m;5;GQD 22.1
2015-05-05;9:44;;10:03;;10:56;;1h 12m;5;GQD 22.1
2015-05-05;9:12;;9:21;;9:44;D;32m;5;GQD 22.1
2015-05-05;8:31;;8:41;;9:03;;32m;5;GQD 22.1
2015-05-05;8:22;;8:27;;8:31;D;9m;4;GQD 22.1
2015-05-05;7:58;;8:04;;8:17;;19m;5;GQD 22.1
2015-05-05;6:55;;7:18;;7:34;;39m;4;GQD 22.1
2015-05-05;11:19;;11:41;;11:56;D;37m;5;ICV 20.3
2015-05-05;9:12;;9:21;;9:44;D;32m;5;ICV 20.3
2015-05-05;8:31;;8:41;;9:03;;32m;5;ICV 20.3
2015-05-05;8:22;;8:27;;8:31;D;9m;4;ICV 20.3
2015-05-05;7:58;;8:04;;8:17;;19m;5;ICV 20.3
2015-05-05;6:55;;7:18;;7:34;;39m;4;ICV 20.3
2015-05-04;10:23;;10:34;;11:10;;47m;5;DHO 23.4
2015-05-04;8:38;;8:55;;9:18;;40m;4;DHO 23.4
2015-05-04;10:23;;10:34;;11:10;;47m;5;GQD 22.1
2015-05-04;8:38;;8:55;;9:18;;40m;4;GQD 22.1
2015-04-24;8:42;;8:47;;9:14;;32m;4;DHO 23.4
2015-04-23;12:00;;12:08;;12:59;;59m;5;DHO 23.4
2015-04-23;9:00;;9:52;;12:00;D;3h;5;DHO 23.4
2015-04-23;12:00;;12:08;;12:59;;59m;5;GQD 22.1
2015-04-23;9:00;;9:52;;12:00;D;3h;5;GQD 22.1
2015-04-23;7:31;;7:50;;8:19;;48m;3;GQD 22.1
2015-04-23;7:31;;7:50;;8:19;;48m;3;ICV 20.3
2015-04-22;12:13;;12:18;;12:54;;41m;3;DHO 23.4
2015-04-22;8:33;;8:54;;9:57;;1h 24m;5;DHO 23.4
2015-04-22;7:59;;8:12;;8:33;D;34m;5;DHO 23.4
2015-04-22;12:13;;12:18;;12:54;;41m;3;GQD 22.1
2015-04-22;8:33;;8:54;;9:57;;1h 24m;5;GQD 22.1
2015-04-22;7:59;;8:12;;8:33;D;34m;5;GQD 22.1
2015-04-22;7:07;;7:12;;7:29;;22m;4;GQD 22.1
2015-04-22;12:13;;12:18;;12:54;;41m;3;ICV 20.3
2015-04-22;8:33;;8:54;;9:57;;1h 24m;5;ICV 20.3
2015-04-22;7:59;;8:12;;8:33;D;34m;5;ICV 20.3
2015-04-22;7:07;;7:12;;7:29;;22m;4;ICV 20.3
2015-04-21;16:58;;17:04;;17:22;;24m;5;DHO 23.4
2015-04-21;15:36;;15:48;;16:58;D;1h 22m;5;DHO 23.4
2015-04-21;11:50;;12:01;;13:10;;1h 20m;5;DHO 23.4
2015-04-21;10:17;;10:50;;11:50;D;1h 33m;5;DHO 23.4
2015-04-21;9:56;;10:04;;10:17;D;21m;5;DHO 23.4
2015-04-21;16:58;;17:04;;17:22;;24m;5;GQD 22.1
2015-04-21;15:36;;15:48;;16:58;D;1h 22m;5;GQD 22.1
2015-04-21;11:50;;12:01;;13:10;;1h 20m;5;GQD 22.1
2015-04-21;10:17;;10:50;;11:50;D;1h 33m;5;GQD 22.1
2015-04-21;9:56;;10:04;;10:17;D;21m;5;GQD 22.1
2015-04-21;16:58;;17:04;;17:22;;24m;5;ICV 20.3
2015-04-21;15:36;;15:48;;16:58;D;1h 22m;5;ICV 20.3
2015-04-21;11:50;;12:01;;13:10;;1h 20m;5;ICV 20.3
2015-04-21;10:17;;10:50;;11:50;D;1h 33m;5;ICV 20.3
2015-04-21;9:56;;10:04;;10:17;D;21m;5;ICV 20.3
2015-04-18;14:09;;14:23;;15:16;;1h 7m;5;DHO 23.4
2015-04-18;13:34;;13:40;;13:57;;23m;4;DHO 23.4
2015-04-18;14:09;;14:23;;15:16;;1h 7m;5;GQD 22.1
2015-04-18;13:34;;13:40;;13:57;;23m;4;GQD 22.1
2015-04-18;14:09;;14:23;;15:16;;1h 7m;5;ICV 20.3
2015-04-16;13:06;;13:09;;13:25;;19m;4;DHO 23.4
2015-04-16;11:17;;11:25;;11:43;;26m;4;DHO 23.4
2015-04-16;9:03;;9:10;;9:52;;49m;5;DHO 23.4
2015-04-16;11:17;;11:25;;11:43;;26m;4;GQD 22.1
2015-04-16;9:03;;9:10;;9:52;;49m;5;GQD 22.1
2015-04-16;9:03;;9:10;;9:52;;49m;5;ICV 20.3
2015-04-15;11:38;;11:48;;11:53;;15m;4;DHO 23.4
2015-04-15;11:38;;11:48;;11:53;;15m;4;GQD 22.1
2015-04-13;11:28;;11:40;;12:11;;43m;5;DHO 23.4
2015-04-13;10:08;;10:15;;10:31;;23m;5;DHO 23.4
2015-04-13;8:22;;8:33;;9:22;;1h;5;DHO 23.4
2015-04-13;11:28;;11:40;;12:11;;43m;5;GQD 22.1
2015-04-13;10:08;;10:15;;10:31;;23m;5;GQD 22.1
2015-04-13;8:22;;8:33;;9:22;;1h;5;GQD 22.1
2015-04-13;8:22;;8:33;;9:22;;1h;5;ICV 20.3
2015-04-12;9:17;;9:55;;13:06;;3h 49m;5;DHO 23.4
2015-04-12;8:13;;8:21;;8:53;;40m;5;DHO 23.4
2015-04-12;9:17;;9:55;;13:06;;3h 49m;5;GQD 22.1
2015-04-12;8:13;;8:21;;8:53;;40m;5;GQD 22.1
2015-04-12;9:17;;9:55;;13:06;;3h 49m;5;ICV 20.3
2015-04-12;8:13;;8:21;;8:53;;40m;5;ICV 20.3
2015-04-10;9:24;;9:59;;10:39;;1h 15m;5;DHO 23.4
2015-04-10;8:01;;8:07;;9:01;;1h;5;DHO 23.4
2015-04-10;9:24;;9:59;;10:39;;1h 15m;5;GQD 22.1
2015-04-10;8:01;;8:07;;9:01;;1h;5;GQD 22.1
2015-04-10;9:24;;9:59;;10:39;;1h 15m;5;ICV 20.3
2015-04-10;8:01;;8:07;;9:01;;1h;5;ICV 20.3
2015-04-08;14:40;;14:47;;15:53;;1h 13m;5;DHO 23.4
2015-04-08;14:40;;14:47;;15:53;;1h 13m;5;GQD 22.1
2015-04-08;14:40;;14:47;;15:53;;1h 13m;5;ICV 20.3
2015-03-30;12:45;;13:00;;13:38;;53m;5;DHO 23.4
2015-03-30;12:45;;13:00;;13:38;;53m;5;GQD 22.1
2015-03-29;13:18;;13:25;;13:41;;23m;4;DHO 23.4
2015-03-29;12:31;;12:38;;12:47;;16m;3;DHO 23.4
2015-03-29;12:03;;12:11;;12:28;;25m;3;DHO 23.4
2015-03-29;11:21;;11:35;;11:52;;31m;4;DHO 23.4
2015-03-29;10:37;;10:45;;11:04;;27m;4;DHO 23.4
2015-03-29;15:28;;15:36;;15:58;;30m;5;GQD 22.1
2015-03-29;13:18;;13:25;;13:41;;23m;4;GQD 22.1
2015-03-29;12:31;;12:38;;12:47;;16m;3;GQD 22.1
2015-03-29;12:03;;12:11;;12:28;;25m;3;GQD 22.1
2015-03-29;10:37;;10:45;;11:04;;27m;4;GQD 22.1
2015-03-29;15:28;;15:36;;15:58;;30m;5;ICV 20.3
2015-03-29;13:18;;13:25;;13:41;;23m;4;ICV 20.3
2015-03-29;12:31;;12:38;;12:47;;16m;3;ICV 20.3
2015-03-29;12:03;;12:11;;12:28;;25m;3;ICV 20.3
2015-03-29;10:37;;10:45;;11:04;;27m;4;ICV 20.3
2015-03-28;9:36;;9:45;;9:52;;16m;4;GQD 22.1
2015-03-25;8:26;;8:35;;8:42;;16m;3;DHO 23.4
2015-03-25;8:26;;8:35;;8:42;;16m;3;GQD 22.1
2015-03-25;8:26;;8:35;;8:42;;16m;3;ICV 20.3
2015-03-23;9:03;;9:13;;9:31;;28m;5;DHO 23.4
2015-03-23;9:03;;9:13;;9:31;;28m;5;GQD 22.1
2015-03-22;10:00;;10:08;;10:28;;28m;3;GQD 22.1
2015-03-22;9:16;;9:35;;9:53;;37m;3;GQD 22.1
2015-03-20;9:04;;9:32;;10:34;;1h 30m;4;GQD 22.1
2015-03-20;9:04;;9:32;;10:34;;1h 30m;4;ICV 20.3
2015-03-19;8:17;;8:25;;8:48;;31m;3;DHO 23.4
2015-03-19;8:17;;8:25;;8:48;;31m;3;GQD 22.1
2015-03-19;8:17;;8:25;;8:48;;31m;3;ICV 20.3
2015-03-18;12:54;;13:15;;13:42;;48m;3;DHO 23.4
2015-03-18;12:23;;12:31;;12:42;;19m;3;DHO 23.4
2015-03-18;10:16;;10:31;;11:18;;1h 2m;5;DHO 23.4
2015-03-18;9:43;;9:52;;10:03;;20m;3;DHO 23.4
2015-03-18;12:54;;13:15;;13:42;;48m;3;GQD 22.1
2015-03-18;12:23;;12:31;;12:42;;19m;3;GQD 22.1
2015-03-18;10:16;;10:31;;11:18;;1h 2m;5;GQD 22.1
2015-03-18;9:43;;9:52;;10:03;;20m;3;GQD 22.1
2015-03-18;10:16;;10:31;;11:18;;1h 2m;5;ICV 20.3
2015-03-18;9:43;;9:52;;10:03;;20m;3;ICV 20.3
2015-03-16;13:52;;13:56;;14:17;;25m;5;DHO 23.4
2015-03-16;10:40;;11:09;;12:24;;1h 44m;5;DHO 23.4
2015-03-16;9:40;;9:48;;10:10;;30m;5;DHO 23.4
2015-03-16;13:52;;13:56;;14:17;;25m;5;GQD 22.1
2015-03-16;10:40;;11:09;;12:24;;1h 44m;5;GQD 22.1
2015-03-16;9:40;;9:48;;10:10;;30m;5;GQD 22.1
2015-03-16;13:52;;13:56;;14:17;;25m;5;ICV 20.3
2015-03-16;10:40;;11:09;;12:24;;1h 44m;5;ICV 20.3
2015-03-15;11:30;;12:07;;13:21;;1h 51m;5;DHO 23.4
2015-03-15;9:35;;9:43;;10:36;;1h 1m;5;DHO 23.4
2015-03-15;11:30;;12:07;;13:21;;1h 51m;5;GQD 22.1
2015-03-15;9:35;;9:43;;10:36;;1h 1m;5;GQD 22.1
2015-03-15;9:35;;9:43;;10:36;;1h 1m;5;ICV 20.3
2015-03-14;13:23;;13:27;;13:37;;14m;3;DHO 23.4
2015-03-14;12:12;;12:19;;12:31;;19m;3;DHO 23.4
2015-03-14;11:49;D;11:59;;12:12;;23m;3;DHO 23.4
2015-03-14;13:23;;13:27;;13:37;;14m;3;GQD 22.1
2015-03-14;11:49;D;11:59;;12:12;;23m;3;GQD 22.1
2015-03-13;11:19;;11:29;;11:51;;32m;3;DHO 23.4
2015-03-13;11:19;;11:29;;11:51;;32m;3;GQD 22.1
2015-03-12;13:46;;14:13;;15:19;;1h 33m;5;DHO 23.4
2015-03-12;11:40;;11:53;;13:22;;1h 42m;5;DHO 23.4
2015-03-12;8:59;;9:14;;10:36;;1h 37m;5;DHO 23.4
2015-03-12;8:08;;8:21;;8:43;;35m;5;DHO 23.4
2015-03-12;13:46;;14:13;;15:19;;1h 33m;5;GQD 22.1
2015-03-12;11:40;;11:53;;13:22;;1h 42m;5;GQD 22.1
2015-03-12;8:59;;9:14;;10:36;;1h 37m;5;GQD 22.1
2015-03-12;8:08;;8:21;;8:43;;35m;5;GQD 22.1
2015-03-12;13:46;;14:13;;15:19;;1h 33m;5;ICV 20.3
2015-03-12;11:40;;11:53;;13:22;;1h 42m;5;ICV 20.3
2015-03-11;16:15;;16:26;;17:20;;1h 5m;5;DHO 23.4
2015-03-11;13:11;;13:16;;13:34;;23m;5;DHO 23.4
2015-03-11;11:21;;11:41;;13:07;;1h 46m;5;DHO 23.4
2015-03-11;9:23;;9:27;;9:44;;21m;3;DHO 23.4
2015-03-11;16:15;;16:26;;17:20;;1h 5m;5;GQD 22.1
2015-03-11;13:11;;13:16;;13:34;;23m;5;GQD 22.1
2015-03-11;11:21;;11:41;;13:07;;1h 46m;5;GQD 22.1
2015-03-11;9:23;;9:27;;9:44;;21m;3;GQD 22.1
2015-03-11;7:46;;7:59;;8:32;;46m;4;GQD 22.1
2015-03-11;7:28;;7:34;;7:46;;18m;3;GQD 22.1
2015-03-11;7:17;;7:21;;7:28;D;11m;3;GQD 22.1
2015-03-09;14:24;;14:42;;15:26;;1h 2m;5;DHO 23.4
2015-03-09;10:04;;10:12;;10:40;;36m;5;DHO 23.4
2015-03-09;14:24;;14:42;;15:26;;1h 2m;5;GQD 22.1
2015-03-09;10:04;;10:12;;10:40;;36m;5;GQD 22.1
2015-03-08;9:09;;9:27;;9:42;;33m;3;DHO 23.4
2015-03-08;9:09;;9:27;;9:42;;33m;3;GQD 22.1
2015-03-07;14:01;;14:26;;15:04;;1h 3m;3;DHO 23.4
2015-03-05;9:39;;9:50;;10:15;;36m;5;DHO 23.4
2015-03-05;9:39;;9:50;;10:15;;36m;5;GQD 22.1
2015-03-03;13:24;;13:36;;14:18;;54m;5;DHO 23.4
2015-03-03;8:50;;8:57;;9:06;;Duration;4;DHO 23.4
2015-03-03;13:24;;13:36;;14:18;;;5;GQD 22.1
2015-03-03;8:50;;8:57;;9:06;;16m;4;GQD 22.1
2015-03-03;13:24;;13:36;;14:18;;54m;5;ICV 20.3
2015-03-03;8:50;;8:57;;9:06;;16m;4;ICV 20.3
2015-03-02;15:11;;15:28;;16:08;;57m;5;DHO 23.4
2015-03-02;14:09;;14:14;;14:42;;33m;4;DHO 23.4
2015-03-02;12:49;;13:09;;13:28;;39m;5;DHO 23.4
2015-03-02;11:56;;12:01;;12:15;;19m;4;DHO 23.4
2015-03-02;11:25;;11:31;;11:41;;16m;4;DHO 23.4
2015-03-02;10:26;;10:38;;11:14;;48m;5;DHO 23.4
2015-03-02;9:35;;9:53;;10:26;D;51m;5;DHO 23.4
2015-03-02;9:13;;9:18;;9:34;;21m;5;DHO 23.4
2015-03-02;9:04;;9:06;;9:11;;7m;4;DHO 23.4
2015-03-02;8:39;;8:44;;8:54;;15m;5;DHO 23.4
2015-03-02;15:11;;15:28;;16:08;;57m;5;GQD 22.1
2015-03-02;12:49;;13:09;;13:28;;39m;5;GQD 22.1
2015-03-02;11:56;;12:01;;12:15;;19m;4;GQD 22.1
2015-03-02;11:25;;11:31;;11:41;;16m;4;GQD 22.1
2015-03-02;10:26;;10:38;;11:14;;48m;5;GQD 22.1
2015-03-02;9:35;;9:53;;10:26;D;51m;5;GQD 22.1
2015-03-02;9:13;;9:18;;9:34;;21m;5;GQD 22.1
2015-03-02;8:39;;8:44;;8:54;;15m;5;GQD 22.1
2015-03-02;15:11;;15:28;;16:08;;57m;5;ICV 20.3
2015-03-02;12:49;;13:09;;13:28;;39m;5;ICV 20.3
2015-03-02;11:56;;12:01;;12:15;;19m;4;ICV 20.3
2015-03-02;9:13;;9:18;;9:34;;21m;5;ICV 20.3
2015-03-02;8:39;;8:44;;8:54;;15m;5;ICV 20.3
2015-02-28;9:05;;9:51;;10:22;;1h 17m;5;DHO 23.4
2015-02-28;9:05;;9:51;;10:22;;1h 17m;5;GQD 22.1
2015-02-28;9:05;;9:51;;10:22;;1h 17m;5;ICV 20.3
2015-02-19;13:48;;14:05;;14:20;;32m;4;GQD 22.1
2015-02-11;12:01;;12:16;;12:31;;30m;4;GQD 22.1
2015-02-11;10:50;;11:03;;11:15;;25m;4;GQD 22.1
2015-02-10;10:51;;11:14;;11:40;;49m;3;DHO 23.4
2015-02-10;10:51;;11:14;;11:40;;49m;3;GQD 22.1
2015-02-09;8:17;;8:39;;8:50;;33m;3;DHO 23.4
2015-02-08;12:06;;12:20;;13:00;;54m;4;DHO 23.4
2015-02-08;11:33;;11:45;;12:06;;33m;4;DHO 23.4
2015-02-08;10:33;;11:03;;11:24;;51m;4;DHO 23.4
2015-02-08;9:40;;9:45;;10:02;;22m;3;DHO 23.4
2015-02-08;12:06;;12:20;;13:00;;54m;4;GQD 22.1
2015-02-08;11:33;;11:45;;12:06;;33m;4;GQD 22.1
2015-02-08;10:33;;11:03;;11:24;;51m;4;GQD 22.1
2015-02-08;9:40;;9:45;;10:02;;22m;3;GQD 22.1
2015-02-04;10:05;;10:13;;10:23;;18m;3;GBZ 19.6
2015-02-04;10:05;;10:13;;10:23;;18m;3;GQD 22.1
2015-02-04;10:05;;10:13;;10:23;;18m;3;ICV 20.3
2015-02-03;10:48;;10:53;;11:11;;23m;4;DHO 23.4
