AAVSO Sudden Ionospheric Disturbance Report
Observer: A143    17/08

40   170819  1058 1209 1105                 2+    4QD22              A143
      
40   170823  1328 1424 1344                 2+    5QD22              A143
      
40   170825  0724 0840 0733                 2+    5QD22              A143
      
40   170827  1514 1552 1521                 2     5QD22              A143
      
-- end report --
